case_id,selected_for_model,model_display,selected_outcome,selection_reason,models_disagree,holdout_position,original_row_index,y_true,attack_category,threshold,model_probability,model_prediction,explanation_seed,local_prediction,local_prediction_clipped,local_decision,decision_agreement,local_r2,fidelity_gap,elapsed_seconds,top5_jaccard,top10_jaccard,top15_jaccard,absolute_attribution_cosine,signed_attribution_cosine,absolute_attribution_spearman,absolute_spearman_p_value,signed_attribution_spearman,signed_spearman_p_value,sign_agreement_lime_selected,sign_agreement_shared_top10,top10_overlap,shared_top10_features,reliability_label
XGBOOST_FP_08,xgboost,XGBoost,FP,maximum_prediction_confidence,False,25964,208574,0,Benign,0.51,0.9826179146766663,1,137747,0.2956457553303879,0.2956457553303879,0,False,0.2559022461354584,0.6869721593462783,0.2029470680004124,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.812053741663258,-0.44066304601351547,0.4290285839359922,8.88323652267813e-05,-0.32769107202212605,0.0034039496520161935,0.2,0.4,5,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Pkt Size Avg"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
XGBOOST_TN_01,xgboost,XGBoost,TN,nearest_threshold_1,True,16899,90384,0,Benign,0.51,0.5071947574615479,0,137748,0.36272770825424344,0.36272770825424344,0,True,0.17651587727803897,0.1444670492073044,0.18956159799972738,0.1111111111111111,0.1111111111111111,0.25,0.4219605743409997,0.25941412061997876,0.3188599162997848,0.0044369462229315705,0.020918800117295903,0.8557499667995923,0.4666666666666667,0.5,2,"[""Dst Port"", ""Flow IAT Min""]",Fidelity-limited
XGBOOST_TN_02,xgboost,XGBoost,TN,nearest_threshold_2,True,6344,28367,0,Benign,0.51,0.5056775212287903,0,137749,0.3786901659563713,0.3786901659563713,0,True,0.19497518610706777,0.126987355272419,0.19045138900037273,0.25,0.17647058823529413,0.42857142857142855,0.5246292086775667,0.2745955437114225,0.5168617868911115,1.2683669612983048e-06,-0.14433420133701524,0.20739604218940969,0.4,0.6666666666666666,3,"[""Dst Port"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
XGBOOST_TN_03,xgboost,XGBoost,TN,probability_q10,False,35791,16604,0,Benign,0.51,3.790717892115936e-05,0,137750,0.11086862709568576,0.11086862709568576,0,True,0.12738677477124116,0.1108307199167646,0.18854643500026214,0.0,0.5384615384615384,0.5,0.40344113983730734,0.2578899977493301,0.47660643539010583,1.0285455699132753e-05,-0.013596300164187926,0.9059519645122966,0.4666666666666667,0.42857142857142855,7,"[""Fwd Pkt Len Max"", ""Fwd Pkt Len Mean"", ""Fwd Pkt Len Std"", ""Flow IAT Min"", ""RST Flag Cnt"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
XGBOOST_TN_04,xgboost,XGBoost,TN,probability_q25,False,19573,69089,0,Benign,0.51,0.0005546094034798443,0,137751,0.3160554607454719,0.3160554607454719,0,True,0.242446462616986,0.3155008513419921,0.20232449099967198,0.42857142857142855,0.3333333333333333,0.30434782608695654,0.7653937503451942,0.42557536831640697,0.44485107127185364,4.4924442096557685e-05,-0.020035684545061775,0.8617782749852316,0.3333333333333333,0.6,5,"[""Bwd Pkt Len Max"", ""Flow IAT Std"", ""Pkt Size Avg"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
XGBOOST_TN_05,xgboost,XGBoost,TN,probability_q50,False,18551,252014,0,Benign,0.51,0.020058127120137215,0,137752,0.34356376332228405,0.34356376332228405,0,True,0.2681658428079051,0.32350563620214684,0.1997726520003198,0.25,0.25,0.25,0.4330495912200972,0.15751997545031615,0.3709269385794218,0.0008282983034930509,-0.05830402600854064,0.6121230070314367,0.3333333333333333,1.0,4,"[""Dst Port"", ""Bwd Pkt Len Max"", ""Flow IAT Max"", ""RST Flag Cnt""]",Fidelity-limited
XGBOOST_TN_06,xgboost,XGBoost,TN,probability_q75,False,37389,177557,0,Benign,0.51,0.10973190516233444,0,137753,0.3310825149924516,0.3310825149924516,0,True,0.2297592491971946,0.22135060983011717,0.20611844099994414,0.1111111111111111,0.17647058823529413,0.25,0.22913592871280852,-0.07755915964481001,0.4132428930823071,0.00016972381163932163,-0.08597498060520997,0.454195583821268,0.4666666666666667,0.0,3,"[""Bwd Pkt Len Max"", ""Flow IAT Min"", ""Fwd Seg Size Min""]",Fidelity-limited
XGBOOST_TN_07,xgboost,XGBoost,TN,probability_q90,False,14156,78079,0,Benign,0.51,0.18848025798797607,0,137754,0.3993217437032642,0.3993217437032642,0,True,0.17440339249588954,0.2108414857152881,0.19342216699988057,0.1111111111111111,0.25,0.2,0.5083578471396138,0.22851431977814618,0.25733619810080716,0.022936572267364074,-0.21980378628085676,0.05315845870990584,0.26666666666666666,0.5,4,"[""Bwd Pkt Len Max"", ""Bwd Pkt Len Min"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Fidelity-limited
XGBOOST_TN_08,xgboost,XGBoost,TN,maximum_prediction_confidence,False,15521,18426,0,Benign,0.51,1.628766221983824e-05,0,137755,0.11094742669426211,0.11094742669426211,0,True,0.12196848919849967,0.11093113903204227,0.19503805999966062,0.25,0.3333333333333333,0.36363636363636365,0.4663693615798676,0.3372299213196343,0.3370005820127608,0.002552584605717535,0.007524880605078297,0.9478667622791243,0.4,0.6,5,"[""Fwd Pkt Len Max"", ""Fwd Pkt Len Std"", ""Flow IAT Min"", ""RST Flag Cnt"", ""Fwd Seg Size Min""]",Fidelity-limited
XGBOOST_TP_01,xgboost,XGBoost,TP,nearest_threshold_1,False,46731,227796,1,Infilteration,0.51,0.5103386640548706,1,137756,0.34044825437320414,0.34044825437320414,0,False,0.2610917840926873,0.16989040968166647,0.19695890000002692,0.25,0.25,0.30434782608695654,0.44018289292776575,0.16945302900547318,0.42829265429246377,9.161994782991708e-05,-0.06260921442318201,0.586058310386786,0.4,0.75,4,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Bwd Pkt Len Max"", ""RST Flag Cnt""]",Local decision mismatch
XGBOOST_TP_02,xgboost,XGBoost,TP,nearest_threshold_2,False,49394,67355,1,Infilteration,0.51,0.5106698274612427,1,137757,0.2902231454546833,0.2902231454546833,0,False,0.15768070577971127,0.22044668200655937,0.19931235600006403,0.25,0.17647058823529413,0.36363636363636365,0.5065949513381147,-0.5049714016150786,0.3931520138139807,0.0003698809011745198,-0.4895587971162064,5.398124882597204e-06,0.13333333333333333,0.0,3,"[""Dst Port"", ""Flow IAT Min"", ""Init Fwd Win Byts""]",Local decision mismatch
XGBOOST_TP_03,xgboost,XGBoost,TP,probability_q10,False,33999,271160,1,Infilteration,0.51,0.998641312122345,1,137758,0.3667437061161494,0.3667437061161494,0,False,0.21758462283612967,0.6318976060061956,0.1975885360002394,0.42857142857142855,0.3333333333333333,0.36363636363636365,0.6738505883036783,-0.08411801431510728,0.42170608398288423,0.00012042720947979536,-0.19467178895436055,0.08765156914977117,0.3333333333333333,0.4,5,"[""Fwd Pkt Len Max"", ""Bwd Pkt Len Mean"", ""Flow IAT Min"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
XGBOOST_TP_04,xgboost,XGBoost,TP,probability_q25,False,2427,241019,1,DDOS attack-HOIC,0.51,0.9993438124656677,1,137759,0.22930987354222443,0.22930987354222443,0,False,0.25730548549818155,0.7700339389234433,0.20393564400001196,0.42857142857142855,0.25,0.2,0.8861264642760782,-0.8853008336496672,0.37946372244435184,0.0006117983418344618,-0.500597741769133,3.0510699410879254e-06,0.06666666666666667,0.0,4,"[""Dst Port"", ""Fwd IAT Min"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
XGBOOST_TP_05,xgboost,XGBoost,TP,probability_q50,False,14055,178614,1,DoS attacks-GoldenEye,0.51,0.999765932559967,1,137760,0.26994296439844023,0.26994296439844023,0,False,0.23013700238476575,0.7298229681615268,0.20074201099987476,0.25,0.25,0.30434782608695654,0.7541469078881352,-0.35785151393488535,0.45622118426436803,2.6946353147092338e-05,0.2175959973502714,0.0556549847306941,0.7333333333333333,0.5,4,"[""Dst Port"", ""Pkt Size Avg"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
XGBOOST_TP_06,xgboost,XGBoost,TP,probability_q75,False,5,136010,1,DoS attacks-SlowHTTPTest,0.51,0.9998605251312256,1,137761,0.4196096915666411,0.4196096915666411,0,False,0.3068250502891299,0.5802508335645845,0.20993986300027245,0.42857142857142855,0.25,0.42857142857142855,0.8827309444081923,0.43526352642399635,0.48598953834509345,6.464527341644853e-06,-0.11997493013622391,0.29543753875563905,0.4666666666666667,0.5,4,"[""Dst Port"", ""Flow Pkts/s"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
XGBOOST_TP_07,xgboost,XGBoost,TP,probability_q90,False,23,86492,1,DoS attacks-SlowHTTPTest,0.51,0.9998977184295654,1,137762,0.431567810982931,0.431567810982931,0,False,0.32577308047643805,0.5683299074466344,0.2060805959999925,0.42857142857142855,0.25,0.36363636363636365,0.882407274336904,0.49777182352862415,0.4877557694895616,5.914298438585564e-06,-0.09300310870090657,0.4180106616346888,0.4666666666666667,0.25,4,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
XGBOOST_TP_08,xgboost,XGBoost,TP,maximum_prediction_confidence,False,61,10591,1,FTP-BruteForce,0.51,0.9998977184295654,1,137763,0.43497216239203124,0.43497216239203124,0,False,0.3273207770386104,0.5649255560375341,0.20148935799988976,0.42857142857142855,0.25,0.36363636363636365,0.8825769994640396,0.4892222392085839,0.47428825701299127,1.1511835840120572e-05,-0.08457671428250593,0.46159551147707334,0.4666666666666667,0.25,4,"[""Dst Port"", ""Fwd Pkt Len Max"", ""Init Fwd Win Byts"", ""Fwd Seg Size Min""]",Local decision mismatch
