claim_id,parent_stage,family_if_applicable,learner_if_applicable,seed,claim_condition,condition_met,analysis_status
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,43,ROC_AUC > 0.5,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,43,PR_AUC > PR_CHANCE_ANCHOR,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,43,STANDARD_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,43,BALANCED_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,44,ROC_AUC > 0.5,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,44,PR_AUC > PR_CHANCE_ANCHOR,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,44,STANDARD_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,44,BALANCED_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,44,ROC_AUC > 0.5,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,44,PR_AUC > PR_CHANCE_ANCHOR,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,44,STANDARD_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,44,BALANCED_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,45,ROC_AUC > 0.5,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,45,PR_AUC > PR_CHANCE_ANCHOR,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,45,STANDARD_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,45,BALANCED_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,45,ROC_AUC > 0.5,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,45,PR_AUC > PR_CHANCE_ANCHOR,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,45,STANDARD_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,45,BALANCED_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,46,ROC_AUC > 0.5,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,46,PR_AUC > PR_CHANCE_ANCHOR,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,46,STANDARD_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,46,BALANCED_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,46,ROC_AUC > 0.5,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,46,PR_AUC > PR_CHANCE_ANCHOR,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,46,STANDARD_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,46,BALANCED_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,DESCRIPTIVE_ONLY_SUPPORT_LT_50
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,43,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,43,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,43,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,43,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,43,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,43,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,43,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,43,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,44,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,44,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,44,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,44,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,44,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,44,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,44,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,44,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,45,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,45,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,45,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,45,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,46,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,46,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,46,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,46,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,43,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,43,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,43,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,43,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,43,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,43,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,43,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,43,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,44,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,44,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,44,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,44,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,44,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,44,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,44,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,44,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,45,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,45,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,45,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,45,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,46,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,46,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,46,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,46,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,46,STANDARD_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,46,BALANCED_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,DDOS,XGBOOST,42,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,DDOS,XGBOOST,42,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,DDOS,XGBOOST,42,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,DDOS,XGBOOST,42,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,DDOS,XGBOOST,42,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,DDOS,LIGHTGBM,42,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,DDOS,LIGHTGBM,42,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,DDOS,LIGHTGBM,42,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,DDOS,LIGHTGBM,42,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
