component_ordinal,component_id,arm,experiment,unit,evaluation_cell_id,learner,configuration_id,model_seed,compute_backend,fit_action,fit_ordinal_if_new,parameter_sha256,model_evidence_path,model_sha256,stage28_result_evidence_path,ledger_evidence_path,closure_status
34,C034,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,28A_STAGE27_CHRONO::DDOS::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,28,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a20_ddos_lightgbm_seed43/ddos_lightgbm_seed43_cpu_model.txt,52126fdc595b4ddfc7a3a27b50b752ac2aa7466f1b20de04e9f3f4eccd774e5c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a20_ddos_lightgbm_seed43/stage28_2a20_ddos_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a20_ddos_lightgbm_seed43/stage28_2a20_ddos_lightgbm_seed43_fit_ledger.json,PASS
35,C035,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,28A_STAGE27_CHRONO::DDOS::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,29,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a21_ddos_xgboost_seed44/ddos_xgboost_seed44_cpu_model.json,8a84c304e4c510b7537fab4e3bcd1b0e224b84db381055aa6e9c0f2e55a1603c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a21_ddos_xgboost_seed44/stage28_2a21_ddos_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a21_ddos_xgboost_seed44/stage28_2a21_ddos_xgboost_seed44_fit_ledger.json,PASS
36,C036,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,28A_STAGE27_CHRONO::DDOS::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,30,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a22_ddos_lightgbm_seed44/ddos_lightgbm_seed44_cpu_model.txt,43aaebdb0126c6376cf481f0a4f982cd3cc5f3b851721a2cb848e8c9004a5904,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a22_ddos_lightgbm_seed44/stage28_2a22_ddos_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a22_ddos_lightgbm_seed44/stage28_2a22_ddos_lightgbm_seed44_fit_ledger.json,PASS
37,C037,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,28A_STAGE27_CHRONO::DDOS::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,31,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a23_ddos_xgboost_seed45/ddos_xgboost_seed45_cpu_model.json,c12640aaaa1c8584558d41893cf7ff8694438eaac304d34b78d009765585e644,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a23_ddos_xgboost_seed45/stage28_2a23_ddos_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a23_ddos_xgboost_seed45/stage28_2a23_ddos_xgboost_seed45_fit_ledger.json,PASS
38,C038,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,28A_STAGE27_CHRONO::DDOS::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,32,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a24_ddos_lightgbm_seed45/ddos_lightgbm_seed45_cpu_model.txt,0aa740bd945c3e31c89dfe6d2fb213c311926c64a7ea947b67fadf5a9e712bb8,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a24_ddos_lightgbm_seed45/stage28_2a24_ddos_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a24_ddos_lightgbm_seed45/stage28_2a24_ddos_lightgbm_seed45_fit_ledger.json,PASS
39,C039,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,28A_STAGE27_CHRONO::DDOS::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,33,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a25_ddos_xgboost_seed46/ddos_xgboost_seed46_cpu_model.json,e0c05f06ba1ee027338fc8dbf3c2a4c75d2342b75f75d51c6918497c3f12b0f9,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a25_ddos_xgboost_seed46/stage28_2a25_ddos_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a25_ddos_xgboost_seed46/stage28_2a25_ddos_xgboost_seed46_fit_ledger.json,PASS
40,C040,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,28A_STAGE27_CHRONO::DDOS::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,34,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a26_ddos_lightgbm_seed46/ddos_lightgbm_seed46_cpu_model.txt,d83733dd072f5f84f59420952817c52109bea4213f90fe518bdcfc9eed554e97,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a26_ddos_lightgbm_seed46/stage28_2a26_ddos_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a26_ddos_lightgbm_seed46/stage28_2a26_ddos_lightgbm_seed46_fit_ledger.json,PASS
41,C041,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,REUSE_EXISTING,,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage27_loao_unseen_attack/stage27_2a_preopening_models/models/INFILTRATION_XGBOOST_XGB_11.json,0611a874f999a4483d20ac8a1a01418dc6f08d36636a203ce209d37be3e6c2e9,,,PASS
42,C042,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,REUSE_EXISTING,,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage27_loao_unseen_attack/stage27_2a_preopening_models/models/INFILTRATION_LIGHTGBM_LGBM_11.txt,5dc9100c3e0fcad481b61a6a6b35008a1943cc7881416a4b89cd143501b77751,,,PASS
43,C043,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,NEW_FIT_AUTHORIZED,35,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a27_infiltration_xgboost_seed43/infiltration_xgboost_seed43_cpu_model.json,4a831f5fc932c27fae778db8181441ddb232da989e2a4c7780d315cd4528c934,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a27_infiltration_xgboost_seed43/stage28_2a27_infiltration_xgboost_seed43_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a27_infiltration_xgboost_seed43/stage28_2a27_infiltration_xgboost_seed43_fit_ledger.json,PASS
44,C044,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,36,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a28_infiltration_lightgbm_seed43/infiltration_lightgbm_seed43_cpu_model.txt,f1000df7facbc46ac5d54781357ec279700b25336d109f09dfb6c5592f074bd1,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a28_infiltration_lightgbm_seed43/stage28_2a28_infiltration_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a28_infiltration_lightgbm_seed43/stage28_2a28_infiltration_lightgbm_seed43_fit_ledger.json,PASS
45,C045,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,37,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a29_infiltration_xgboost_seed44/infiltration_xgboost_seed44_cpu_model.json,514c910f23c113da0a20f39172ef4b2683db1ec56169c5bdcdbed1114e928977,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a29_infiltration_xgboost_seed44/stage28_2a29_infiltration_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a29_infiltration_xgboost_seed44/stage28_2a29_infiltration_xgboost_seed44_fit_ledger.json,PASS
46,C046,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,38,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a30_infiltration_lightgbm_seed44/infiltration_lightgbm_seed44_cpu_model.txt,d29d040291d2130d442d95957d4f06eaa57cf8c175d8662cd8d5cfa99359d07a,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a30_infiltration_lightgbm_seed44/stage28_2a30_infiltration_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a30_infiltration_lightgbm_seed44/stage28_2a30_infiltration_lightgbm_seed44_fit_ledger.json,PASS
47,C047,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,39,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a31_infiltration_xgboost_seed45/infiltration_xgboost_seed45_cpu_model.json,59c1026f5bc6d1bd28791bc5ecd87188cf2505dfc78e567f65e012eaba55f40a,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a31_infiltration_xgboost_seed45/stage28_2a31_infiltration_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a31_infiltration_xgboost_seed45/stage28_2a31_infiltration_xgboost_seed45_fit_ledger.json,PASS
48,C048,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,40,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a32_infiltration_lightgbm_seed45/infiltration_lightgbm_seed45_cpu_model.txt,620c362840ab5f8b018e3b1abaec62ca741ea7d731c2491b5cb014175a4a68cb,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a32_infiltration_lightgbm_seed45/stage28_2a32_infiltration_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a32_infiltration_lightgbm_seed45/stage28_2a32_infiltration_lightgbm_seed45_fit_ledger.json,PASS
49,C049,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,41,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a33_infiltration_xgboost_seed46/infiltration_xgboost_seed46_cpu_model.json,804dd2ac565e6d46694267a16e8c911a590aef7273042d6ae9538867be634395,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a33_infiltration_xgboost_seed46/stage28_2a33_infiltration_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a33_infiltration_xgboost_seed46/stage28_2a33_infiltration_xgboost_seed46_fit_ledger.json,PASS
50,C050,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,28A_STAGE27_CHRONO::INFILTRATION::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,42,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a34_infiltration_lightgbm_seed46/infiltration_lightgbm_seed46_cpu_model.txt,8384f56cfef4e4e7bc8b2e2974a10de143dd681ff474572d1dcab3dba576217a,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a34_infiltration_lightgbm_seed46/stage28_2a34_infiltration_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a34_infiltration_lightgbm_seed46/stage28_2a34_infiltration_lightgbm_seed46_fit_ledger.json,PASS
51,C051,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,REUSE_EXISTING,,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage27_loao_unseen_attack/stage27_2a_preopening_models/models/PORT_SCAN_XGBOOST_XGB_11.json,3d7b8747f911ae406894dbb07ec6870ceda91653e09792702b85e5777c5d43c9,,,PASS
52,C052,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,REUSE_EXISTING,,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage27_loao_unseen_attack/stage27_2a_preopening_models/models/PORT_SCAN_LIGHTGBM_LGBM_11.txt,d257eeb3b63018cde78b9460dadb02c46e0287cde5f8477bab0b8ff757962c4c,,,PASS
53,C053,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,NEW_FIT_AUTHORIZED,43,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a35_port_scan_xgboost_seed43/port_scan_xgboost_seed43_cpu_model.json,3eda9722dc50b8056b9e1a951513d0b6153913c155f91aec02b8cae1006112a9,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a35_port_scan_xgboost_seed43/stage28_2a35_port_scan_xgboost_seed43_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a35_port_scan_xgboost_seed43/stage28_2a35_port_scan_xgboost_seed43_fit_ledger.json,PASS
54,C054,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,44,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a36_port_scan_lightgbm_seed43/port_scan_lightgbm_seed43_cpu_model.txt,1d9db1d86bf2c588fae7b7baa9501d3d7ed0ed4f1d23ff674e706c71fff3a099,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a36_port_scan_lightgbm_seed43/stage28_2a36_port_scan_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a36_port_scan_lightgbm_seed43/stage28_2a36_port_scan_lightgbm_seed43_fit_ledger.json,PASS
55,C055,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,45,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a37_port_scan_xgboost_seed44/port_scan_xgboost_seed44_cpu_model.json,8a84c304e4c510b7537fab4e3bcd1b0e224b84db381055aa6e9c0f2e55a1603c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a37_port_scan_xgboost_seed44/stage28_2a37_port_scan_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a37_port_scan_xgboost_seed44/stage28_2a37_port_scan_xgboost_seed44_fit_ledger.json,PASS
56,C056,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,46,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a38_port_scan_lightgbm_seed44/port_scan_lightgbm_seed44_cpu_model.txt,6f4ace8c8a657eb3f7c69e918244a88e6c10ad00b8569edec3263a8e68d736b5,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a38_port_scan_lightgbm_seed44/stage28_2a38_port_scan_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a38_port_scan_lightgbm_seed44/stage28_2a38_port_scan_lightgbm_seed44_fit_ledger.json,PASS
57,C057,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,47,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a39_port_scan_xgboost_seed45/port_scan_xgboost_seed45_cpu_model.json,c12640aaaa1c8584558d41893cf7ff8694438eaac304d34b78d009765585e644,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a39_port_scan_xgboost_seed45/stage28_2a39_port_scan_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a39_port_scan_xgboost_seed45/stage28_2a39_port_scan_xgboost_seed45_fit_ledger.json,PASS
58,C058,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,48,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a40_port_scan_lightgbm_seed45/port_scan_lightgbm_seed45_cpu_model.txt,079dfcbcb3643c7ff06a6fe3db87f9f5cf6f4995a07054b88e487c2d4b9e9f02,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a40_port_scan_lightgbm_seed45/stage28_2a40_port_scan_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a40_port_scan_lightgbm_seed45/stage28_2a40_port_scan_lightgbm_seed45_fit_ledger.json,PASS
59,C059,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,49,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a41_port_scan_xgboost_seed46/port_scan_xgboost_seed46_cpu_model.json,e0c05f06ba1ee027338fc8dbf3c2a4c75d2342b75f75d51c6918497c3f12b0f9,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a41_port_scan_xgboost_seed46/stage28_2a41_port_scan_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a41_port_scan_xgboost_seed46/stage28_2a41_port_scan_xgboost_seed46_fit_ledger.json,PASS
60,C060,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,28A_STAGE27_CHRONO::PORT_SCAN::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,50,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a42_port_scan_lightgbm_seed46/port_scan_lightgbm_seed46_cpu_model.txt,bef0f3f9cf55a1badcde796f667b71edb281386852f9578b4bfae1c82dcbff9a,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a42_port_scan_lightgbm_seed46/stage28_2a42_port_scan_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a42_port_scan_lightgbm_seed46/stage28_2a42_port_scan_lightgbm_seed46_fit_ledger.json,PASS
61,C061,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,REUSE_EXISTING,,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage27_loao_unseen_attack/stage27_2a_preopening_models/models/WEB_ATTACK_XGBOOST_XGB_11.json,0611a874f999a4483d20ac8a1a01418dc6f08d36636a203ce209d37be3e6c2e9,,,PASS
62,C062,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,REUSE_EXISTING,,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage27_loao_unseen_attack/stage27_2a_preopening_models/models/WEB_ATTACK_LIGHTGBM_LGBM_11.txt,5dc9100c3e0fcad481b61a6a6b35008a1943cc7881416a4b89cd143501b77751,,,PASS
63,C063,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,NEW_FIT_AUTHORIZED,51,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a43_web_attack_xgboost_seed43/web_attack_xgboost_seed43_cpu_model.json,4a831f5fc932c27fae778db8181441ddb232da989e2a4c7780d315cd4528c934,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a43_web_attack_xgboost_seed43/stage28_2a43_web_attack_xgboost_seed43_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a43_web_attack_xgboost_seed43/stage28_2a43_web_attack_xgboost_seed43_fit_ledger.json,PASS
64,C064,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,52,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a44_web_attack_lightgbm_seed43/web_attack_lightgbm_seed43_cpu_model.txt,f1000df7facbc46ac5d54781357ec279700b25336d109f09dfb6c5592f074bd1,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a44_web_attack_lightgbm_seed43/stage28_2a44_web_attack_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a44_web_attack_lightgbm_seed43/stage28_2a44_web_attack_lightgbm_seed43_fit_ledger.json,PASS
65,C065,28A_TRAINING_SEED_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,28A_STAGE27_CHRONO::WEB_ATTACK::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,53,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a45_web_attack_xgboost_seed44/web_attack_xgboost_seed44_cpu_model.json,514c910f23c113da0a20f39172ef4b2683db1ec56169c5bdcdbed1114e928977,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a45_web_attack_xgboost_seed44/stage28_2a45_web_attack_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2a_stage27_seed_stability/stage28_2a45_web_attack_xgboost_seed44/stage28_2a45_web_attack_xgboost_seed44_fit_ledger.json,PASS
