search_term,file_path,line_number,context
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,184,"cnn,CNN,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.9761539101600647,3.712000608444214,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.885042905807495,Trapezoidal rule,64,23.898619211582687,0.01357630577519231,0.01357630577519231,0.0005684019839835129,True,33.6247428749266,7.098041556570488"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,185,"cnn,CNN,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.9761539101600647,3.712000608444214,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.885042905807495,Trapezoidal rule,128,23.859691001624817,-0.025351904182677742,0.025351904182677742,0.001061413382536298,True,33.547090076365286,7.0795861372298345"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,186,"cnn,CNN,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.9761539101600647,3.712000608444214,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,6.765062093734741,Trapezoidal rule,16,6.750465284481189,-0.014596809253552223,0.014596809253552223,0.0021576755765583613,True,10.610186448802356,5.17027616320845"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,187,"cnn,CNN,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.9761539101600647,3.712000608444214,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,6.765062093734741,Trapezoidal rule,32,6.739518490389267,-0.025543603345473898,0.025543603345473898,0.0037758121051291367,True,10.556845624439982,5.168350870941631"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,188,"cnn,CNN,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.9761539101600647,3.712000608444214,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,6.765062093734741,Trapezoidal rule,64,6.759293478870012,-0.005768614864729571,0.005768614864729571,0.000852706861341598,True,10.577748538955802,5.179152568827956"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,189,"cnn,CNN,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.9761539101600647,3.712000608444214,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,6.765062093734741,Trapezoidal rule,128,6.7791234265543245,0.014061332819583328,0.014061332819583328,0.0020785223586647947,True,10.596929721835227,5.192954310354819"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,194,"cnn,CNN,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.9459136128425598,2.8615689277648926,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.034611225128174,Trapezoidal rule,16,22.641407561474438,-0.39320366365373616,0.39320366365373616,0.017070123728626038,False,26.148062919144014,5.904056972155619"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,195,"cnn,CNN,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.9459136128425598,2.8615689277648926,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.034611225128174,Trapezoidal rule,32,22.8879907188141,-0.14662050631407553,0.14662050631407553,0.006365226001910074,False,26.389536829181946,5.964102341872269"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,196,"cnn,CNN,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.9459136128425598,2.8615689277648926,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.034611225128174,Trapezoidal rule,64,22.98507319643071,-0.049538028697462266,0.049538028697462266,0.0021505910481103255,True,26.49497049203017,5.972384119045013"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,197,"cnn,CNN,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.9459136128425598,2.8615689277648926,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.034611225128174,Trapezoidal rule,128,22.989354692460747,-0.045256532667426796,0.045256532667426796,0.0019647187541006555,True,26.494896251552266,5.972621706827454"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,198,"cnn,CNN,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.9459136128425598,2.8615689277648926,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,5.91463041305542,Trapezoidal rule,16,5.612479346541833,-0.3021510665135869,0.3021510665135869,0.051085367201752115,False,17.861528294504193,5.690474230191847"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,199,"cnn,CNN,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.9459136128425598,2.8615689277648926,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,5.91463041305542,Trapezoidal rule,32,5.9421986267135996,0.02756821365817963,0.02756821365817963,0.004661020508961651,True,18.11215706729691,5.75747995619795"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,200,"cnn,CNN,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.9459136128425598,2.8615689277648926,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,5.91463041305542,Trapezoidal rule,64,5.906558945197428,-0.008071467857991621,0.008071467857991621,0.0013646614064296212,True,18.161050781274753,5.77127846910145"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,201,"cnn,CNN,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.9459136128425598,2.8615689277648926,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,5.91463041305542,Trapezoidal rule,128,5.932989914283622,0.01835950122820229,0.01835950122820229,0.0031040825793065933,True,18.1730569149027,5.775081384845421"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,206,"cnn,CNN,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.9438652396202087,2.822228193283081,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,22.995270490646362,Trapezoidal rule,16,23.534730442662205,0.539459952015843,0.539459952015843,0.023459604540650027,False,33.338712345970016,7.128927669275866"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,207,"cnn,CNN,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.9438652396202087,2.822228193283081,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,22.995270490646362,Trapezoidal rule,32,23.2750909572379,0.2798204665915378,0.2798204665915378,0.01216860948451807,False,33.216975193571635,7.120773583241294"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,208,"cnn,CNN,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.9438652396202087,2.822228193283081,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,22.995270490646362,Trapezoidal rule,64,23.115668469083765,0.12039797843740274,0.12039797843740274,0.0052357713507382424,False,33.122636457611804,7.114844261316399"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,209,"cnn,CNN,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.9438652396202087,2.822228193283081,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,22.995270490646362,Trapezoidal rule,128,23.0077294519495,0.012458961303138949,0.012458961303138949,0.0005418053815982204,True,33.06822455061161,7.107082446336032"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,210,"cnn,CNN,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.9438652396202087,2.822228193283081,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,5.875289678573608,Trapezoidal rule,16,5.9815004016520765,0.10621072307846813,0.10621072307846813,0.01807752960093259,False,10.168525006377081,4.1167436362636645"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,211,"cnn,CNN,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.9438652396202087,2.822228193283081,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,5.875289678573608,Trapezoidal rule,32,5.868519204117149,-0.006770474456459397,0.006770474456459397,0.0011523643644585572,True,10.012955935187087,4.02093209865389"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,212,"cnn,CNN,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.9438652396202087,2.822228193283081,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,5.875289678573608,Trapezoidal rule,64,5.881665574489475,0.006375895915866181,0.006375895915866181,0.001085205371084632,True,10.028528059892896,4.020878466314505"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,213,"cnn,CNN,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.9438652396202087,2.822228193283081,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,5.875289678573608,Trapezoidal rule,128,5.88422941064827,0.008939732074662032,0.008939732074662032,0.0015215814987410805,True,10.025284233669204,4.019876874274673"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,218,"cnn,CNN,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.9754862189292908,3.6837031841278076,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.85674548149109,Trapezoidal rule,16,23.612546736603566,-0.24419874488752313,0.24419874488752313,0.010236046030544326,False,33.94740987209422,7.226685151730164"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,219,"cnn,CNN,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.9754862189292908,3.6837031841278076,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.85674548149109,Trapezoidal rule,32,23.84268171744693,-0.014063764044159655,0.014063764044159655,0.0005895089108055758,True,34.22896559260531,7.282423004011659"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,220,"cnn,CNN,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.9754862189292908,3.6837031841278076,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.85674548149109,Trapezoidal rule,64,23.84156155731267,-0.015183924178419517,0.015183924178419517,0.0006364625128854959,True,34.29072537288285,7.303905572283827"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,221,"cnn,CNN,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.9754862189292908,3.6837031841278076,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,23.85674548149109,Trapezoidal rule,128,23.855342318089907,-0.0014031634011821836,0.0014031634011821836,5.881621205502685e-05,True,34.370884746381606,7.324258038274211"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,222,"cnn,CNN,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.9754862189292908,3.6837031841278076,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,6.736764669418335,Trapezoidal rule,16,6.792066243440599,0.05530157402226443,0.05530157402226443,0.008208921750422265,False,11.227375911033437,4.648382568362721"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,223,"cnn,CNN,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.9754862189292908,3.6837031841278076,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,6.736764669418335,Trapezoidal rule,32,6.746867083665439,0.010102414247104008,0.010102414247104008,0.0014995943517166481,True,11.165522408467547,4.59464774433294"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,224,"cnn,CNN,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.9754862189292908,3.6837031841278076,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,6.736764669418335,Trapezoidal rule,64,6.689426278472757,-0.04733839094557801,0.04733839094557801,0.007026873175557326,True,11.102450320347286,4.561944178896669"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,225,"cnn,CNN,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.9754862189292908,3.6837031841278076,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,6.736764669418335,Trapezoidal rule,128,6.7181027353894205,-0.018661934028914473,0.018661934028914473,0.0027701626737283345,True,11.152488247035715,4.591429646857952"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,230,"cnn,CNN,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.12168426066637039,-1.9765764474868774,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.196465849876404,Trapezoidal rule,16,19.399044258035566,1.2025784081591624,1.2025784081591624,0.06608857005973666,False,21.056759760333485,9.243029219341864"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,231,"cnn,CNN,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.12168426066637039,-1.9765764474868774,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.196465849876404,Trapezoidal rule,32,18.39093230868921,0.1944664588128049,0.1944664588128049,0.010687045518464002,False,20.156977798423664,8.746233889948323"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,232,"cnn,CNN,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.12168426066637039,-1.9765764474868774,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.196465849876404,Trapezoidal rule,64,18.370572116271454,0.1741062663950501,0.1741062663950501,0.009568136353039824,False,20.211329203908864,8.723885319484298"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,233,"cnn,CNN,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.12168426066637039,-1.9765764474868774,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.196465849876404,Trapezoidal rule,128,18.172738415729572,-0.023727434146831428,0.023727434146831428,0.0013039583808518835,True,20.0122698510374,8.640713331050987"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,234,"cnn,CNN,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.12168426066637039,-1.9765764474868774,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.07648503780365,Trapezoidal rule,16,0.8613161418539399,-0.21516889594971,0.21516889594971,0.1998809908112784,False,2.731024419733674,1.0227736261665683"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,235,"cnn,CNN,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.12168426066637039,-1.9765764474868774,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.07648503780365,Trapezoidal rule,32,0.8425544811701224,-0.23393055663352746,0.23393055663352746,0.21730962198119863,False,2.6490757013453976,0.9552264195325297"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,236,"cnn,CNN,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.12168426066637039,-1.9765764474868774,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.07648503780365,Trapezoidal rule,64,1.1182271228946523,0.04174208509100241,0.04174208509100241,0.0387762798600236,False,2.866420867969363,1.081763585367404"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,237,"cnn,CNN,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.12168426066637039,-1.9765764474868774,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.07648503780365,Trapezoidal rule,128,1.0802276452072852,0.0037426074036353008,0.0037426074036353008,0.0034766924501536357,True,2.8308642424214563,1.0610175144534344"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,242,"cnn,CNN,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.12165851891040802,-1.97681725025177,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.19622504711151,Trapezoidal rule,16,19.404174560822824,1.2079495137113128,1.2079495137113128,0.06638462156759618,False,21.044702636702947,9.248868925686102"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,243,"cnn,CNN,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.12165851891040802,-1.97681725025177,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.19622504711151,Trapezoidal rule,32,18.405501154013496,0.20927610690198506,0.20927610690198506,0.011501072687337738,False,20.14181152736858,8.748627281958065"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,244,"cnn,CNN,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.12165851891040802,-1.97681725025177,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.19622504711151,Trapezoidal rule,64,18.377582610287128,0.18135756317561658,0.18135756317561658,0.009966768530619239,False,20.201575937030814,8.727769890621357"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,245,"cnn,CNN,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.12165851891040802,-1.97681725025177,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.19622504711151,Trapezoidal rule,128,18.175489553868303,-0.020735493243208225,0.020735493243208225,0.0011395491751460725,True,20.004498525304626,8.643673089282558"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,246,"cnn,CNN,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.12165851891040802,-1.97681725025177,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.0762442350387573,Trapezoidal rule,16,0.8562558432836583,-0.219988391755099,0.219988391755099,0.20440378177466087,False,2.7165915186291323,1.0149928776664183"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,247,"cnn,CNN,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.12165851891040802,-1.97681725025177,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.0762442350387573,Trapezoidal rule,32,0.8459047380006721,-0.2303394970380852,0.2303394970380852,0.21402158500741267,False,2.639535035781578,0.9499853247418963"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,248,"cnn,CNN,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.12165851891040802,-1.97681725025177,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.0762442350387573,Trapezoidal rule,64,1.1225383078835207,0.04629407284476339,0.04629407284476339,0.04301446766225536,False,2.8495007558609826,1.0769751794464675"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,249,"cnn,CNN,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.12165851891040802,-1.97681725025177,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.0762442350387573,Trapezoidal rule,128,1.085377825889198,0.009133590850440632,0.009133590850440632,0.008486541022086605,True,2.8205760962963056,1.0603566256710133"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,254,"cnn,CNN,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.12159965932369232,-1.9773683547973633,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.195673942565918,Trapezoidal rule,16,19.42528018064041,1.229606238074492,1.229606238074492,0.06757684502127848,False,21.078715266894203,9.263970381807463"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,255,"cnn,CNN,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.12159965932369232,-1.9773683547973633,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.195673942565918,Trapezoidal rule,32,18.413994477241726,0.21832053467580792,0.21832053467580792,0.011998485759028763,False,20.160600795143033,8.75479688741375"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,256,"cnn,CNN,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.12159965932369232,-1.9773683547973633,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.195673942565918,Trapezoidal rule,64,18.379509247606396,0.1838353050404784,0.1838353050404784,0.010103242431181656,False,20.20875564060464,8.729099778245985"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,257,"cnn,CNN,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.12159965932369232,-1.9773683547973633,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.195673942565918,Trapezoidal rule,128,18.17704725679983,-0.018626685766086837,0.018626685766086837,0.0010236875987600896,True,20.0148207212786,8.645535057642741"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,258,"cnn,CNN,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.12159965932369232,-1.9773683547973633,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.075693130493164,Trapezoidal rule,16,1.151750137221036,0.07605700672787186,0.07605700672787186,0.07070511521534271,False,2.59321105421016,1.0131292191346888"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,259,"cnn,CNN,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.12159965932369232,-1.9773683547973633,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.075693130493164,Trapezoidal rule,32,0.9739631463152973,-0.10172998417786672,0.10172998417786672,0.09457156627116083,False,2.573453218436466,0.9407701939329915"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,260,"cnn,CNN,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.12159965932369232,-1.9773683547973633,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.075693130493164,Trapezoidal rule,64,1.2026460683643645,0.12695293787120043,0.12695293787120043,0.11801966032171032,False,2.8220787099878613,1.0821627902660282"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,261,"cnn,CNN,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.12159965932369232,-1.9773683547973633,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.075693130493164,Trapezoidal rule,128,1.1315026282629415,0.055809497769777394,0.055809497769777394,0.05188235955749841,False,2.795596947924065,1.0618382808034017"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,266,"cnn,CNN,NEURAL_DISAGREE_11,18486,69394,1,DoS attacks-Hulk,0.9984429478645325,6.463390827178955,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,26.636433124542236,Trapezoidal rule,16,26.952882109545172,0.3164489850029355,0.3164489850029355,0.011880306327928202,False,41.33338875965098,9.42015250719604"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,267,"cnn,CNN,NEURAL_DISAGREE_11,18486,69394,1,DoS attacks-Hulk,0.9984429478645325,6.463390827178955,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,26.636433124542236,Trapezoidal rule,32,26.656161571022615,0.019728446480378636,0.019728446480378636,0.000740656468083982,True,40.86007345421962,9.322695891071737"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,268,"cnn,CNN,NEURAL_DISAGREE_11,18486,69394,1,DoS attacks-Hulk,0.9984429478645325,6.463390827178955,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,26.636433124542236,Trapezoidal rule,64,26.686855593668447,0.050422469126210956,0.050422469126210956,0.0018929887830872062,False,40.79012632517838,9.304501379642215"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,269,"cnn,CNN,NEURAL_DISAGREE_11,18486,69394,1,DoS attacks-Hulk,0.9984429478645325,6.463390827178955,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,26.636433124542236,Trapezoidal rule,128,26.5849537526367,-0.0514793719055362,0.0514793719055362,0.0019326676235079017,False,40.62438483560515,9.26868456181963"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,270,"cnn,CNN,NEURAL_DISAGREE_11,18486,69394,1,DoS attacks-Hulk,0.9984429478645325,6.463390827178955,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,9.516452312469482,Trapezoidal rule,16,9.502854123961175,-0.01359818850830763,0.01359818850830763,0.001428913639433659,True,11.40999682862305,5.698577951608575"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,271,"cnn,CNN,NEURAL_DISAGREE_11,18486,69394,1,DoS attacks-Hulk,0.9984429478645325,6.463390827178955,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,9.516452312469482,Trapezoidal rule,32,9.51014058335738,-0.006311729112102427,0.006311729112102427,0.0006632439174661883,True,11.369747126620833,5.575199266989958"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,272,"cnn,CNN,NEURAL_DISAGREE_11,18486,69394,1,DoS attacks-Hulk,0.9984429478645325,6.463390827178955,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,9.516452312469482,Trapezoidal rule,64,9.578694823817512,0.06224251134803005,0.06224251134803005,0.006540516287406095,False,11.426241979710982,5.590408420368833"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,273,"cnn,CNN,NEURAL_DISAGREE_11,18486,69394,1,DoS attacks-Hulk,0.9984429478645325,6.463390827178955,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,9.516452312469482,Trapezoidal rule,128,9.535671723735627,0.01921941126614435,0.01921941126614435,0.0020195983371829648,True,11.384662461895278,5.5637513578019275"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,278,"cnn,CNN,NEURAL_DISAGREE_12,6939,277691,1,Infilteration,0.12151267379522324,-1.9781829118728638,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.194859385490417,Trapezoidal rule,16,19.408889187076557,1.2140298015861397,1.2140298015861397,0.06672378037470704,False,21.081396796187747,9.260659228219156"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,279,"cnn,CNN,NEURAL_DISAGREE_12,6939,277691,1,Infilteration,0.12151267379522324,-1.9781829118728638,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.194859385490417,Trapezoidal rule,32,18.394432297144395,0.19957291165397706,0.19957291165397706,0.010968642704275444,False,20.15833992881603,8.749370684699043"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,280,"cnn,CNN,NEURAL_DISAGREE_12,6939,277691,1,Infilteration,0.12151267379522324,-1.9781829118728638,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.194859385490417,Trapezoidal rule,64,18.37057480724857,0.17571542175815225,0.17571542175815225,0.009657421254834066,False,20.21691683931366,8.727322473338571"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,281,"cnn,CNN,NEURAL_DISAGREE_12,6939,277691,1,Infilteration,0.12151267379522324,-1.9781829118728638,zero_scaled,Zero standardized vector,Sensitivity control only,1,-20.17304229736328,18.194859385490417,Trapezoidal rule,128,18.170721606213363,-0.02413777927705496,0.02413777927705496,0.0013266263160188947,True,20.019408454656674,8.644210350780897"
vit,results/stage14_integrated_gradients/stage14_3b_ig_completeness_audit.csv,282,"cnn,CNN,NEURAL_DISAGREE_12,6939,277691,1,Infilteration,0.12151267379522324,-1.9781829118728638,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.0530614852905273,1.0748785734176636,Trapezoidal rule,16,1.183517202869781,0.10863862945211733,0.10863862945211733,0.10107060661437506,False,2.590505467902454,1.014552337053019"
