feature_hash_uint64,authorized_split,raw_0220_occurrence_count,appears_more_than_once,first_valid_timestamp,last_valid_timestamp,multiple_temporal_bins_observed
12466773140647781250,train,3,True,2018-02-20T01:09:38,2018-02-20T11:35:00,True
12522074494850919118,train,6,True,2018-02-20T01:08:56,2018-02-20T10:08:34,True
12534250450777957801,train,1,False,2018-02-20T10:25:42,2018-02-20T10:25:42,False
12697354846131103914,validation,1,False,2018-02-20T01:47:04,2018-02-20T01:47:04,False
12734029563459657364,train,1,False,2018-02-20T02:22:50,2018-02-20T02:22:50,False
12789536967251824135,validation,3,True,2018-02-20T02:33:19,2018-02-20T12:40:41,True
12794389953282676498,validation,3,True,2018-02-20T09:12:12,2018-02-20T11:05:32,True
12801337653320073741,train,59,True,2018-02-20T01:08:50,2018-02-20T12:59:40,True
12902254948841726202,train,2,True,2018-02-20T01:49:02,2018-02-20T01:49:03,True
12963754873597171209,train,1,False,2018-02-20T02:01:49,2018-02-20T02:01:49,False
12965243983412437218,train,10,True,2018-02-20T01:03:45,2018-02-20T10:56:26,True
12979380098514523117,validation,1,False,2018-02-20T03:16:00,2018-02-20T03:16:00,False
12992222751048331769,validation,2,True,2018-02-20T01:24:19,2018-02-20T03:06:10,True
13017159698978153671,train,1,False,2018-02-20T02:04:58,2018-02-20T02:04:58,False
13054130955148839342,train,1,False,2018-02-20T11:43:55,2018-02-20T11:43:55,False
13116209858226739919,train,1,False,2018-02-20T02:36:00,2018-02-20T02:36:00,False
13134547766356538744,train,1,False,2018-02-20T09:08:38,2018-02-20T09:08:38,False
13181369710177953545,train,1,False,2018-02-20T10:18:33,2018-02-20T10:18:33,False
13471286969540956144,train,1,False,2018-02-20T10:56:14,2018-02-20T10:56:14,False
13551919552158480594,train,1,False,2018-02-20T01:44:10,2018-02-20T01:44:10,False
13568196461150469928,train,1,False,2018-02-20T11:28:06,2018-02-20T11:28:06,False
13663244269329675738,train,6,True,2018-02-20T08:49:04,2018-02-20T11:35:59,True
13725016258609623164,train,5,True,2018-02-20T01:55:30,2018-02-20T09:19:13,True
13743629584214473416,validation,1,False,2018-02-20T02:31:37,2018-02-20T02:31:37,False
13801428832889171956,train,1,False,2018-02-20T09:20:29,2018-02-20T09:20:29,False
13826504037573626303,train,1,False,2018-02-20T12:18:38,2018-02-20T12:18:38,False
13851068749538089137,validation,1,False,2018-02-20T11:30:27,2018-02-20T11:30:27,False
13890437847508355350,train,1,False,2018-02-20T04:28:25,2018-02-20T04:28:25,False
13901624238919647257,train,1,False,2018-02-20T03:08:25,2018-02-20T03:08:25,False
13923658076299366286,train,2,True,2018-02-20T09:04:45,2018-02-20T09:22:42,True
13934823183761721677,train,1,False,2018-02-20T04:15:39,2018-02-20T04:15:39,False
14000693849215306359,validation,4,True,2018-02-20T01:19:04,2018-02-20T12:27:12,True
14041677530016355037,train,1,False,2018-02-20T09:50:14,2018-02-20T09:50:14,False
14126787774401257851,train,1,False,2018-02-20T02:55:23,2018-02-20T02:55:23,False
14144135974667131659,train,2,True,2018-02-20T11:41:12,2018-02-20T12:25:48,True
14219063582533378139,train,7,True,2018-02-20T01:09:44,2018-02-20T10:35:45,True
14230874745667712649,train,2,True,2018-02-20T09:54:26,2018-02-20T10:45:36,True
14282280426317996914,train,1,False,2018-02-20T11:13:17,2018-02-20T11:13:17,False
14284745020963005698,train,3,True,2018-02-20T08:57:12,2018-02-20T09:11:52,True
14393453750277932080,validation,1,False,2018-02-20T10:34:07,2018-02-20T10:34:07,False
14406242369563423271,train,2,True,2018-02-20T01:34:11,2018-02-20T02:09:33,True
14409741322404450306,train,1,False,2018-02-20T08:36:22,2018-02-20T08:36:22,False
14463120314628212436,train,2,True,2018-02-20T09:00:54,2018-02-20T09:48:55,True
14523308818753928976,validation,4,True,2018-02-20T02:36:13,2018-02-20T12:05:16,True
14542938684181064828,train,1,False,2018-02-20T01:57:39,2018-02-20T01:57:39,False
14601747729912411505,train,127,True,2018-02-20T01:02:54,2018-02-20T12:49:17,True
14713404590166906431,train,2,True,2018-02-20T01:08:15,2018-02-20T09:35:22,True
14720172102075948919,train,1,False,2018-02-20T03:05:06,2018-02-20T03:05:06,False
14729597606868090978,train,78,True,2018-02-20T01:03:46,2018-02-20T12:57:51,True
14829181891546490294,validation,1,False,2018-02-20T03:52:18,2018-02-20T03:52:18,False
14870324596693062769,train,1,False,2018-02-20T02:30:02,2018-02-20T02:30:02,False
14875288208352123526,train,1,False,2018-02-20T03:49:52,2018-02-20T03:49:52,False
15048514008845048508,train,1,False,2018-02-20T11:17:22,2018-02-20T11:17:22,False
15168046292219237648,validation,3,True,2018-02-20T01:04:49,2018-02-20T12:54:12,True
15179136065394477151,train,2,True,2018-02-20T10:51:43,2018-02-20T12:47:32,True
15201418841677937435,validation,3,True,2018-02-20T01:54:01,2018-02-20T03:53:20,True
15207256833980965887,train,110,True,2018-02-20T01:04:15,2018-02-20T12:59:09,True
15209474985811853047,train,136,True,2018-02-20T01:06:30,2018-02-20T12:59:16,True
15211102497141232080,train,3,True,2018-02-20T02:05:21,2018-02-20T03:02:06,True
15214807050940561359,train,1,False,2018-02-20T02:03:26,2018-02-20T02:03:26,False
15218922785843834842,train,2,True,2018-02-20T01:32:07,2018-02-20T09:53:48,True
15221768652615434808,train,1,False,2018-02-20T05:14:00,2018-02-20T05:14:00,False
15292530622198156567,train,1,False,2018-02-20T12:02:01,2018-02-20T12:02:01,False
15342430790078394388,train,19,True,2018-02-20T01:55:51,2018-02-20T12:27:31,True
15374360621931055405,train,6,True,2018-02-20T01:19:09,2018-02-20T11:32:10,True
15481739903692167965,train,3,True,2018-02-20T09:01:47,2018-02-20T11:16:37,True
15564900269005755708,train,2,True,2018-02-20T10:59:45,2018-02-20T11:28:31,True
15657456956914201674,train,1,False,2018-02-20T09:33:10,2018-02-20T09:33:10,False
15680011128038858305,train,1,False,2018-02-20T09:21:47,2018-02-20T09:21:47,False
15748796807578940493,train,3,True,2018-02-20T01:27:54,2018-02-20T11:14:30,True
15836750483258269568,train,1,False,2018-02-20T12:08:41,2018-02-20T12:08:41,False
15888753638379961534,validation,2,True,2018-02-20T10:57:55,2018-02-20T12:32:05,True
15951879786232608075,train,1,False,2018-02-20T12:36:49,2018-02-20T12:36:49,False
15971050410184385255,train,1,False,2018-02-20T05:22:42,2018-02-20T05:22:42,False
16005651886905851226,train,1,False,2018-02-20T02:50:33,2018-02-20T02:50:33,False
16060416641951710039,validation,20,True,2018-02-20T01:19:34,2018-02-20T12:48:40,True
16145825643345030998,train,49,True,2018-02-20T01:20:49,2018-02-20T12:55:48,True
16147176736602591373,validation,34,True,2018-02-20T01:21:40,2018-02-20T12:56:20,True
16227376149483737442,train,2,True,2018-02-20T02:00:02,2018-02-20T12:44:50,True
16268929767382834359,train,1,False,2018-02-20T04:06:32,2018-02-20T04:06:32,False
16280018509341868200,validation,34,True,2018-02-20T01:05:32,2018-02-20T12:00:51,True
16313691222301140915,validation,1,False,2018-02-20T03:10:52,2018-02-20T03:10:52,False
16357337207708556051,validation,1,False,2018-02-20T11:56:43,2018-02-20T11:56:43,False
16378126897964874660,train,3,True,2018-02-20T05:20:33,2018-02-20T12:10:56,True
16480308179499916554,validation,1,False,2018-02-20T03:14:21,2018-02-20T03:14:21,False
16511997836824558757,train,3,True,2018-02-20T09:44:59,2018-02-20T10:30:25,True
16547414416574774397,train,1,False,2018-02-20T11:42:09,2018-02-20T11:42:09,False
16578820677666705110,validation,2,True,2018-02-20T10:31:02,2018-02-20T12:34:04,True
16621295075186371757,train,27,True,2018-02-20T01:07:56,2018-02-20T12:31:22,True
16662267356823908178,validation,1,False,2018-02-20T11:41:22,2018-02-20T11:41:22,False
16681817962771545580,train,3,True,2018-02-20T09:34:21,2018-02-20T12:32:55,True
16724570388341307815,train,1,False,2018-02-20T01:11:34,2018-02-20T01:11:34,False
16836627202093209188,train,1,False,2018-02-20T01:05:02,2018-02-20T01:05:02,False
16918522227081727587,train,1,False,2018-02-20T02:53:13,2018-02-20T02:53:13,False
16925842103361496064,train,108,True,2018-02-20T01:01:24,2018-02-20T12:59:09,True
16939963501552179824,train,81,True,2018-02-20T01:12:10,2018-02-20T12:50:11,True
16940263969120880296,train,1,False,2018-02-20T09:24:15,2018-02-20T09:24:15,False
17028944134578048120,validation,2,True,2018-02-20T03:28:30,2018-02-20T11:32:33,True
17045429805636680969,train,2,True,2018-02-20T01:31:36,2018-02-20T12:31:14,True
17116772031318766514,train,1,False,2018-02-20T11:01:28,2018-02-20T11:01:28,False
17128085684091528651,validation,1,False,2018-02-20T08:32:31,2018-02-20T08:32:31,False
17145323529295815202,train,3,True,2018-02-20T10:50:40,2018-02-20T12:12:09,True
17194723173877365845,train,3,True,2018-02-20T11:10:41,2018-02-20T11:42:26,True
17231036981608794584,validation,2,True,2018-02-20T03:13:14,2018-02-20T11:46:12,True
17242353420088426285,train,1,False,2018-02-20T02:15:56,2018-02-20T02:15:56,False
17256025168458451231,train,2,True,2018-02-20T01:43:48,2018-02-20T09:08:51,True
17274230622593194726,train,3,True,2018-02-20T10:33:46,2018-02-20T11:22:32,True
17286253657858181894,validation,1,False,2018-02-20T02:07:10,2018-02-20T02:07:10,False
17338066753131065157,train,1,False,2018-02-20T09:15:38,2018-02-20T09:15:38,False
17412359773307733478,train,190,True,2018-02-20T01:03:21,2018-02-20T12:59:55,True
17445504277701043586,train,1,False,2018-02-20T11:13:09,2018-02-20T11:13:09,False
17456537664017336895,train,2,True,2018-02-20T01:53:04,2018-02-20T10:34:15,True
17464549374664996164,train,1,False,2018-02-20T03:16:23,2018-02-20T03:16:23,False
17475991142660653513,train,19,True,2018-02-20T01:39:43,2018-02-20T11:24:19,True
17492773242332071967,train,33,True,2018-02-20T01:15:53,2018-02-20T11:51:22,True
17499162625962288487,train,56,True,2018-02-20T01:14:36,2018-02-20T12:48:07,True
17519481566924420169,train,1,False,2018-02-20T03:48:18,2018-02-20T03:48:18,False
17520264519428097228,train,1,False,2018-02-20T11:30:40,2018-02-20T11:30:40,False
17548803535712255302,train,3,True,2018-02-20T01:48:30,2018-02-20T10:16:03,True
17622340533139429904,validation,27,True,2018-02-20T01:08:59,2018-02-20T12:40:25,True
17643072053836181256,train,4,True,2018-02-20T01:51:06,2018-02-20T12:02:15,True
17661776931024570597,train,1,False,2018-02-20T12:06:31,2018-02-20T12:06:31,False
17727995761158777632,train,5,True,2018-02-20T09:20:34,2018-02-20T12:54:16,True
17773679827866551591,train,1,False,2018-02-20T10:06:31,2018-02-20T10:06:31,False
17790840555742669243,train,1,False,2018-02-20T11:08:03,2018-02-20T11:08:03,False
17805938913164123835,train,1,False,2018-02-20T02:40:14,2018-02-20T02:40:14,False
17811573123031858578,train,1,False,2018-02-20T12:21:10,2018-02-20T12:21:10,False
17814708989211334375,train,5,True,2018-02-20T02:02:10,2018-02-20T09:21:33,True
17847192269963588333,validation,4,True,2018-02-20T01:15:08,2018-02-20T11:19:20,True
17871459733008314132,validation,1,False,2018-02-20T03:49:46,2018-02-20T03:49:46,False
17871962366801020984,train,43,True,2018-02-20T01:25:16,2018-02-20T12:54:29,True
17872344182486701435,train,1,False,2018-02-20T09:59:46,2018-02-20T09:59:46,False
17939859851929436767,train,1,False,2018-02-20T12:41:22,2018-02-20T12:41:22,False
17975986313863307435,train,1,False,2018-02-20T09:39:26,2018-02-20T09:39:26,False
18024374938556536002,train,1,False,2018-02-20T01:10:05,2018-02-20T01:10:05,False
18033801550672218586,train,13,True,2018-02-20T01:59:04,2018-02-20T12:04:43,True
18045773379049396064,train,1,False,2018-02-20T05:20:49,2018-02-20T05:20:49,False
18129007079394487242,train,2,True,2018-02-20T02:24:20,2018-02-20T03:45:13,True
18156773184418995484,train,2,True,2018-02-20T09:33:04,2018-02-20T10:15:25,True
18181131753890867918,train,1,False,2018-02-20T03:26:15,2018-02-20T03:26:15,False
18194569880610724630,train,41,True,2018-02-20T01:32:23,2018-02-20T12:11:16,True
18201759913928027872,train,2,True,2018-02-20T11:27:24,2018-02-20T11:35:11,True
18207083853606579476,validation,13,True,2018-02-20T01:35:19,2018-02-20T12:49:43,True
18222012057246432572,train,4,True,2018-02-20T09:45:38,2018-02-20T10:13:48,True
18239030902116225794,train,1,False,2018-02-20T09:07:13,2018-02-20T09:07:13,False
18263317177805704990,train,2,True,2018-02-20T01:46:02,2018-02-20T02:26:13,True
18388484975955030839,train,2,True,2018-02-20T09:21:12,2018-02-20T11:00:55,True
