path,extension,size_bytes,sha256,git_tracked,scientific_stage,artifact_role,provenance_classification,structured_shape,row_count,dimension_basis,record_bound,redistribution_status,rights_basis,notes
results/attack_category/attack_category_support_summary.csv,.csv,563,c07e60ead4d0d19690d6f62eedca23db3a41137d5091e71221265505e822999c,YES,Stage11,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,12x3,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/attack_category/hardest_attack_categories.csv,.csv,842,b0110cc25babf08506a810cd7a0d4166cdc9d7a8f08e8aa483836975afc6958e,YES,Stage11,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,11x7,11,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/attack_category/holdout_attack_category_prediction_manifest.csv,.csv,3535023,388d40ac1c97ad20f7981e23d0a8b8c8813a8bbedfdae6380a6b74d68f6c6136,YES,Stage11,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,60186x9,60186,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/attack_category/paired_xgboost_balanced_vs_lightgbm_security.csv,.csv,2707,28c434acb818a4b262444797abd825df7920903a88a8057ccf9576d3f7ef49d9,YES,Stage11,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,12x21,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/attack_category/paired_xgboost_security_vs_lightgbm_security.csv,.csv,2553,7b047a32d62495b794081d4e952b782e67e9035da8c84fca357ee9f5b57fe210,YES,Stage11,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,12x21,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/attack_category/within_model_attack_category_threshold_effects.csv,.csv,4978,442aed19c6abc83777f810583b83e9e40c8644d99d3e6a09063992a25f317ccc,YES,Stage11,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,24x21,24,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/baseline/baseline12_validation_results.csv,.csv,2741,31e0a7bf34ac6b0f4e5b5da6cca5e2acecfed9eddce61e3f6a16d9e8e82abb68,YES,Stage02,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,12x18,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/baseline/baseline4_neural_validation_results.csv,.csv,1057,db52d6bfbebae3c862ad945bef2d9c51dce51ba5cfc498cbcfcb8ebde8856e35,YES,Stage02,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,4x20,4,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/baseline/final_16_model_validation_ablation.csv,.csv,3622,9ee068151ffdf3d0d0f5316fc42a23a6bf4a8a71efd0f427ffe289d8d2680c96,YES,Stage02,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,16x20,16,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/baseline/validation_selected_top5_models.csv,.csv,1254,67186bad2d4fd8c46209ac294608c3b551798477f08341b3102e6c0647233510,YES,Stage02,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,5x20,5,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/calibration/brier_score_decomposition.csv,.csv,485,a815fd6fc8525442f61e98b8a1de5b02ca8b3f64bdfc39ce63e82ffb6ab30b20,YES,Stage09,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,2x10,2,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/calibration/calibration_bin_sensitivity.csv,.csv,1193,eb73b1dc9c66fb1e0209cc4a7128d4c87d2a923e84b980cf190e014eb1e4fdfa,YES,Stage09,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,12x7,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/calibration/calibration_bins_equal_frequency.csv,.csv,5869,24e0711505b513679a251ce6daed88fd08e131188f77650ed27baef38feab22b,YES,Stage09,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,30x12,30,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/calibration/calibration_bins_equal_width.csv,.csv,5778,a6868b77103535918d33ea41602c05ff1db06054000b43b4ff53fc6fde4c22a7,YES,Stage09,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,30x12,30,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/calibration/calibration_bootstrap_intervals.csv,.csv,3055,ca7689c15d5f0bd15bea7e62d59408774ff454c8a8a6d2028ad459f3117100ca,YES,Stage09,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,16x10,16,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/calibration/calibration_bootstrap_replicates.npz,.npz,255929,5bb22c966b39ca57e5988f9b34b629bd330349710c548b5819a0942d0a7f647e,YES,Stage09,RECORD_LEVEL_ARRAY_OR_TABLE,PER_RECORD_DERIVED_ARTIFACT,Replicate_Seed.npy:2000:<u8;xgboost__Brier_Score.npy:2000:<f8;lightgbm__Brier_Score.npy:2000:<f8;xgboost__Log_Loss.npy:2000:<f8;lightgbm__Log_Loss.npy:2000:<f8;xgboost__ECE_Uniform_15.npy:2000:<f8;lightgbm__ECE_Uniform_15.npy:2000:<f8;xgboost__MCE_Uniform_15.npy:2000:<f8;lightgbm__MCE_Uniform_15.npy:2000:<f8;xgboost__RMSCE_Uniform_15.npy:2000:<f8;lightgbm__RMSCE_Uniform_15.npy:2000:<f8;xgboost__Adaptive_ECE_Quantile_15.npy:2000:<f8;...arrays=17,2000,NPZ_MEMBER_HEADERS_ONLY_NO_ARRAY_LOAD,UNKNOWN,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,Binary array/cache not deserialized; conservative manual review
results/calibration/calibration_metric_point_estimates.csv,.csv,691,dca277579ddafb331b19c237f266c37df8b21c483190b339942777b3c7f6098c,YES,Stage09,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,2x13,2,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/calibration/paired_calibration_differences.csv,.csv,2308,a2b08eda4733d018abb358126410dbaf05acd020ebf32ff37b08e15e9e7b3880,YES,Stage09,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,8x15,8,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/calibration/probability_distribution_summary.csv,.csv,952,1a7a3e34646a90e09acff8e911dea3e7ab5abac14672dc0900a4568335b10ae6,YES,Stage09,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,4x14,4,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/comparison/generated_results_summary.md,.md,5870,60ed6d501a7cab70636fdbee531c7dee016f36aa82ca2e7ffdda2d761038dc79,YES,CROSS_STAGE_OR_NOT_STAGE_SPECIFIC,SCIENTIFIC_OR_REPOSITORY_DOCUMENTATION,REPOSITORY_AUTHORED_DOCUMENTATION,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NO,INCLUDE,SCOPED_MIT_REPOSITORY_AUTHORED,Repository-authored narrative or manuscript-support documentation
results/holdout/lightgbm_final_test_probabilities.csv,.csv,1386391,06a228424b80e6a4e83ccc564a138f6a36f0f03e17009cb5ec5063ee23f58244,YES,Stage05,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,60186x2,60186,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/holdout/objective_specific_final_test_results.csv,.csv,1228,460d10547a56397b2130dcf953f8b41a9a30ddc8776309f2cd9de7989e0f81c8,YES,Stage05,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,4x19,4,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/holdout/xgboost_final_test_operating_points.csv,.csv,791,047c3ac1d6e1a56585795716c6308aceb6184187402d0f4b44082b8934d36239,YES,Stage05,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,2x20,2,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/holdout/xgboost_final_test_probabilities.csv,.csv,866839,90a7a3ceb020b39fe227f0811875a4dee03c75e71d08d3974924fa7a8b995bf1,YES,Stage05,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,60186x2,60186,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/lime/README.md,.md,1860,2905af322ddef454f25d580671f02083de696d6fa395e7fd4567eed9c5beb595,YES,Stage13,SCIENTIFIC_OR_REPOSITORY_DOCUMENTATION,REPOSITORY_AUTHORED_DOCUMENTATION,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NO,INCLUDE,SCOPED_MIT_REPOSITORY_AUTHORED,Repository-authored narrative or manuscript-support documentation
results/lime/lime_disagreement_cases.csv,.csv,3088,1dd89ca7c2f05efc94baba164d31ddc3775ecdbba498b5a6d23f59245d0b459d,YES,Stage13,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,12x23,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/lime/lime_disagreement_pair_comparison.csv,.csv,2501,6b9d4d76b1a67f5ac935286ddf34e3f4780a332c678d81d451491b60ee8c2443,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,12x16,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_fidelity_configuration_model_summary.csv,.csv,2319,56d7d51541c6f5bf6c67660603713a91998aa52b9170b4d11e6421e9d07c0f91,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,12x12,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_fidelity_configuration_results.csv,.csv,99809,63fc6d779b7e7ef9cedfa74a83a9c5591548ec06f6bd013f4188b3588e7298a8,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,144x28,144,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_fidelity_configuration_summary.csv,.csv,2358,352d1d017e410868da3cad9f0d044fdee25551c9d801e6894bc90a32a4859728,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,6x25,6,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_full_panel_reliability_counts.csv,.csv,552,bb5b32414bcccb00d9dca5e88091c64c264cf39fa42b47fa3d8e70c97300352e,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,13x4,13,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_full_panel_summary.csv,.csv,34030,7c6dea309c00495173ddcf22c5ef687f94226c8b649a4a866d4d93386ed17458,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,64x35,64,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_full_panel_terms.csv,.csv,126777,3d0e938493eaf8c9bcf82f566653a4306e4c0c31feccd283a83647ccb06b9fbb,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,960x13,960,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_initial_explanation_summary.csv,.csv,14102,58b23fdd3f25ee01a5afe0ff50828a25a13f7491ff512ea79627c8c1a63e1052,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,24x28,24,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_initial_explanation_terms.csv,.csv,66810,d9cda7e3362fa56537456f94b356f447784cf5ad1ecaf708e482da9209b1fdae,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,360x18,360,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_model_specific_cases.csv,.csv,14682,08fd26088d1ca15d58fd5143405bf2979a117ba6becf926585d8bc04c9e13f43,YES,Stage13,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,64x30,64,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/lime/lime_seed_stability_case_summary.csv,.csv,11954,fc45a5bb3808e48bb8cd3286f204e27901ada7a0278bc7473f2404cf07e6243b,YES,Stage13,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,24x37,24,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/lime/lime_seed_stability_feature_frequency.csv,.csv,63338,3c7a792a6254b708517d3f5c01fe2889bed268b97e5a9ccf5ee08e93eda42809,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,495x14,495,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_seed_stability_global_feature_frequency.csv,.csv,11935,0da938d6eebf9c5fd8b4d0a8972b6ac164e163d6bf1a81ba70dedda8d82c58a3,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,105x12,105,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_seed_stability_model_summary.csv,.csv,1057,86507f9fa6587adf50bad46143c388798e3d294d5d3f39fbda2bc0929482917f,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,2x21,2,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_seed_stability_pairwise.csv,.csv,37915,ef45102878ee0aa23ae984660fde4c14c2a947cc360f5bdfe185d4f4df5b56bc,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,240x14,240,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_seed_stability_runs.csv,.csv,38614,570f3f746a55608d81a07d27b241be8d380d78ada58dddc6e796cc4f3fe3d677,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,120x23,120,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_seed_stability_terms.csv,.csv,216645,671ada1ccad1df7637313abc71ce1e825ec1273f0e6f8ed76dd12386177764e6,YES,Stage13,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,1800x13,1800,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/lime/lime_shap_disagreement_vs_agreement_summary.csv,.csv,782,17febc0df7f35b697f280d1a927c4574557545afa759075ab3edd3a94032e911,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,4x11,4,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_shap_full_panel_agreement.csv,.csv,34030,7c6dea309c00495173ddcf22c5ef687f94226c8b649a4a866d4d93386ed17458,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,64x35,64,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_shap_full_panel_outcome_summary.csv,.csv,2496,5c0356583e0d6cf1d22d52fc81d0fc315d201e807b83f0ef899129a8431a13af,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,8x19,8,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_shap_reliability_synthesis.csv,.csv,16159,b3c70f12b5ad7759bc28d852c2306460485443486cc14c789dfb42600d8df99d,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,24x47,24,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/lime_shared_cases.csv,.csv,14504,840c06552cf08d648a52da25dfd26366ca9a06e7706581bcf65f1c87ee3ea9f5,YES,Stage13,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,60x31,60,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/lime/lime_wrapper_verification.csv,.csv,7869,d405feef91002fe42f07f92bd465545565760fd1fc90fab64b52e1514de5194d,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,60x10,60,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/local_shap_disagreement_terms.csv,.csv,240805,954c9792f7261db483764f45812bfd8d073a206d87b94a29fd0099c41728acf7,YES,Stage13,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,1872x13,1872,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/lime/local_shap_lime_agreement.csv,.csv,18689,131dd88d3c0c3b80aee90d670aec0774de3bf227efed1fbb39f19d110a1de21b,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,24x27,24,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/local_shap_lime_case_summary.csv,.csv,1796,e30f4788a20ef95d49767f6355ad9042954c996af7db4b36ce759e3dd5ca6bc2,YES,Stage13,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,12x9,12,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/lime/local_shap_lime_model_summary.csv,.csv,940,95418521c68081348a3b7c9d39bb30c761d3dfa1af4ce736d9743ab8e710e1a6,YES,Stage13,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,2x17,2,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/published_metric_reproduction.csv,.csv,1293,9142086b36d3fbacfa8d8c390d626fb8252d5f2a8e8125935c203bfb77bbf678,YES,Stage13,AGGREGATE_SCIENTIFIC_RESULT,AGGREGATE_DERIVED_RESULT,20x6,20,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/lime/shap_full_panel_terms.csv,.csv,599817,93ad8702f7fef79a97c73a4be0e25fee96da6df2d047329576221fc8522a8d12,YES,Stage13,RECORD_LEVEL_TABLE_OR_METADATA,PER_RECORD_DERIVED_ARTIFACT,4992x12,4992,CSV_STREAMED_ROW_AND_COLUMN_COUNT,YES,MANUAL_RIGHTS_REVIEW,RECORD_OR_PACKET_DERIVATIVE_REVIEW_REQUIRED,"Filename, dimensions, or role indicates record-specific content"
results/manuscript_support/stage26_deployment_draft/stage26_claim_traceability.csv,.csv,1789,08129924b4e6e15961d965698b17885a0c4f7a5518eaf161897ab9ceb4ee7e22,YES,Stage26,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,8x6,8,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
results/manuscript_support/stage26_deployment_draft/stage26_manuscript_asset_plan.csv,.csv,787,fc3c132096cea2ec3a4a5a791d4238c7862605664b6cc6819f97ba6a0e01f77a,YES,Stage26,AGGREGATE_REGISTRY_AUDIT_OR_SUMMARY,AGGREGATE_DERIVED_RESULT,8x4,8,CSV_STREAMED_ROW_AND_COLUMN_COUNT,NO,INCLUDE_WITH_NOTICE,AGGREGATE_DERIVED_DATASET_NOTICE_REQUIRED,Aggregate repository result; include dataset attribution and provenance notice
