background_position,training_position,original_row_index,y_true
4986,84170,276688,1
4987,40866,173287,0
4988,52311,281262,0
4989,65639,83089,1
4990,47035,225977,0
4991,99715,71708,0
4992,12204,215651,1
4993,117170,95193,0
4994,47085,33976,1
4995,44579,146306,1
4996,46106,211846,1
4997,139532,232731,0
4998,175624,273708,1
4999,123293,181334,1
5000,91484,149184,1
5001,36534,217126,1
5002,143063,257514,1
5003,70267,10553,1
5004,166133,252192,0
5005,183252,291431,1
5006,117243,271365,0
5007,159809,270187,0
5008,51360,265743,0
5009,20636,290933,1
5010,144517,79572,0
5011,4999,135178,0
5012,180097,157409,0
5013,33056,25405,0
5014,143772,25702,0
5015,8951,236471,0
5016,127048,97337,1
5017,103013,71518,1
5018,137740,165930,1
5019,26874,185425,1
5020,85905,2889,0
5021,77001,42173,1
5022,60825,192112,1
5023,21083,254888,1
5024,84437,276529,1
5025,170234,294404,0
5026,52242,45401,1
5027,150810,164150,1
5028,27776,207217,0
5029,146186,195740,0
5030,38662,94890,0
5031,174949,258606,0
5032,42903,21390,1
5033,145583,28550,0
5034,25519,226379,1
5035,12990,97386,0
5036,10295,27521,0
5037,4042,126513,0
5038,155728,17763,1
5039,111358,37552,1
5040,30703,112967,0
5041,6515,9519,1
5042,29073,146259,0
5043,172599,152898,1
5044,72958,212969,0
5045,95350,134211,0
5046,29254,163007,1
5047,190175,273795,0
5048,170741,63166,1
5049,184566,42157,0
5050,85097,252679,0
5051,138827,84460,0
5052,77354,290991,1
5053,183405,272968,0
5054,147973,133408,1
5055,153974,287779,0
5056,132956,263514,1
5057,135006,3156,1
5058,140100,43022,1
5059,75229,179525,1
5060,26345,300088,0
5061,126321,196825,0
5062,185512,298729,0
5063,141120,34826,1
5064,190102,175284,0
5065,79245,199017,0
5066,124648,282184,0
5067,11251,264821,0
5068,788,23685,1
5069,73198,136818,1
5070,144601,31217,0
5071,59907,117877,0
5072,52414,29510,0
5073,30430,66318,0
5074,148121,221971,1
5075,122589,80607,0
5076,29655,81385,0
5077,163288,146651,1
5078,18897,215408,1
5079,67671,181617,1
5080,123876,30082,0
5081,129950,271726,0
5082,89821,167417,1
5083,138257,228580,0
5084,9713,257946,0
5085,16012,25094,0
5086,54775,73441,0
5087,157396,294247,0
5088,83522,152097,1
5089,188595,30683,0
5090,43015,32698,0
5091,170122,92277,1
5092,53038,209055,0
5093,102243,35597,1
5094,103242,55264,0
5095,109613,243515,0
5096,127955,281641,1
5097,147908,183733,1
5098,97431,174398,1
5099,68579,257203,1
5100,133673,102953,1
5101,184672,37711,1
5102,3322,27035,1
5103,66907,225438,1
5104,53309,239252,1
5105,81985,158352,0
5106,12441,210442,0
5107,51946,300906,0
5108,84133,78616,0
5109,61206,135586,0
5110,56951,95097,1
5111,21670,171923,0
5112,132265,200669,0
5113,147658,36277,0
5114,134478,51162,0
5115,50297,249054,0
5116,14365,237008,0
5117,97837,292349,0
5118,109194,26937,0
5119,75483,243714,1
5120,86931,171234,1
5121,167268,15823,0
5122,35221,203699,1
5123,18581,198097,0
5124,79455,47842,0
5125,10783,257919,1
5126,86344,14533,1
5127,3351,143543,0
5128,121344,233889,1
5129,180001,174579,0
5130,35720,227522,0
5131,177224,44547,0
5132,43875,248382,1
5133,75389,226493,1
5134,63232,219107,0
5135,26435,230186,0
5136,16437,112835,1
5137,150955,116545,0
5138,66969,114120,1
5139,116916,82350,0
5140,2258,290593,0
5141,4577,226810,0
5142,171826,292772,1
5143,298,34592,1
5144,192083,161448,1
5145,52236,202736,0
5146,185362,149267,0
5147,90958,225047,0
5148,158596,131513,0
5149,90187,148465,1
5150,162165,229852,1
5151,88151,155303,0
5152,62973,268337,1
5153,32275,209863,0
5154,28963,184385,0
5155,188374,143637,1
5156,191978,31391,0
5157,173670,297705,1
5158,187704,25510,0
5159,61779,163770,0
5160,109037,100054,0
5161,142529,85600,1
5162,26076,128481,0
5163,75134,86096,0
5164,154778,289991,1
5165,188164,167328,0
5166,94074,245057,1
5167,144019,143640,1
5168,100914,71110,1
5169,60606,51967,1
5170,22236,275930,1
5171,56448,126242,0
5172,67484,25070,0
5173,32805,267109,0
5174,181101,216887,0
5175,117143,209625,0
5176,181298,124632,0
5177,110952,22253,1
5178,92313,185692,0
5179,122315,86884,0
5180,171311,192489,1
5181,181694,60047,1
5182,167281,192796,0
5183,46873,17789,0
5184,104775,72302,1
5185,28834,196648,0
5186,6808,74169,0
5187,13978,44859,0
5188,173678,281976,0
5189,189987,130630,0
5190,82156,257495,0
5191,7229,33295,1
5192,100680,28704,1
5193,26745,237831,0
5194,155787,207485,1
5195,187136,121906,0
5196,73515,135494,0
5197,7759,69046,0
5198,87802,106482,1
5199,48374,46916,0
5200,82457,88919,1
5201,79892,63070,0
5202,143426,52664,0
5203,35092,70207,1
5204,141475,182831,1
5205,135099,293133,0
5206,41484,239341,1
5207,130484,264655,0
5208,100147,219770,0
5209,173269,166964,1
5210,91081,203629,0
5211,185023,201194,0
5212,129399,240833,0
5213,108239,39970,0
5214,96959,103810,0
5215,172050,31474,0
5216,141993,57582,0
5217,58613,17609,0
5218,115434,35574,0
5219,18341,49113,1
5220,33422,57119,0
5221,57407,143787,1
5222,35963,288629,1
5223,82135,275040,0
5224,39697,45238,0
5225,87917,218589,0
5226,83370,16468,0
5227,59867,129916,0
5228,44460,146874,0
5229,29342,254332,0
5230,189137,105607,0
5231,67443,165685,0
5232,33131,219359,0
5233,83452,300211,1
5234,191317,95665,1
5235,137145,290807,1
5236,13549,116463,1
5237,116638,132802,0
5238,173151,205786,1
5239,137912,9494,0
5240,83626,219006,1
5241,121125,163422,0
5242,144894,48018,0
5243,51974,195544,0
5244,23919,172654,1
5245,107825,279320,1
5246,103955,28046,1
5247,79384,257462,0
5248,32875,247486,1
5249,131071,15198,0
5250,170808,7893,0
5251,133797,257419,0
5252,2648,89336,1
5253,120360,25605,0
5254,51422,145829,0
5255,24544,256758,1
5256,126355,282948,0
5257,83998,77811,0
5258,68775,230994,0
5259,168148,122920,1
5260,138387,261904,1
5261,183289,94784,0
5262,140454,112122,0
5263,21424,101282,1
5264,35894,130065,0
5265,62250,179928,0
5266,112941,44592,1
5267,49424,6467,0
5268,34984,105015,0
5269,161051,287137,0
5270,136316,117178,0
5271,163467,138748,1
5272,191897,93590,1
5273,78488,212336,0
5274,36260,214350,0
5275,142254,25681,1
5276,95481,277402,1
5277,138204,281692,0
5278,62767,202100,0
5279,160344,66985,0
5280,190549,13168,0
5281,45363,49091,1
5282,91606,104596,0
5283,1596,156085,0
5284,103215,232541,1
5285,155577,56320,1
5286,28075,168325,0
5287,58570,248751,1
5288,43060,268022,0
5289,75601,127854,1
5290,2898,79446,0
5291,90354,108470,0
5292,152056,295684,1
5293,48732,220881,1
5294,120691,137949,1
5295,45023,96283,1
5296,140254,95747,1
5297,72500,149296,0
5298,159451,49229,0
5299,27504,246610,0
5300,34532,41349,1
5301,46329,146810,0
5302,44456,264271,0
5303,112438,266543,0
5304,159381,48461,0
5305,98063,291463,1
5306,107280,169704,1
5307,189481,65888,0
5308,35219,20231,0
5309,53406,172355,1
5310,81759,141630,0
5311,171370,190731,1
5312,63544,204070,1
5313,14798,77875,0
5314,187184,208424,0
5315,33782,131287,0
5316,66626,242816,0
5317,84358,145276,0
5318,109576,133650,0
5319,105807,38764,1
5320,120289,123946,1
5321,114773,184919,0
5322,79242,157512,0
5323,4261,206419,0
5324,171837,21669,1
5325,40400,12207,1
5326,144589,210791,1
5327,48897,18685,0
5328,59198,129829,0
5329,113239,48387,0
5330,147218,151888,0
5331,168694,134024,0
5332,21345,79833,0
5333,46316,228651,0
5334,28881,115599,0
5335,172849,109337,1
5336,83252,276536,0
5337,67428,257119,1
5338,15541,172638,1
5339,18354,149034,1
5340,64755,292282,1
5341,170625,201179,1
5342,23886,47965,0
5343,125094,160647,0
5344,68392,113427,1
5345,4082,188550,1
5346,11895,235702,1
5347,84102,160932,0
5348,75635,121304,0
5349,81834,154204,0
5350,37687,132492,0
5351,118712,73361,1
5352,96188,94133,1
5353,43051,137697,0
5354,75137,299657,1
5355,13177,267965,0
5356,181500,35500,0
5357,156706,250551,1
5358,99764,185616,0
5359,10570,251315,0
5360,27606,45428,0
5361,52942,255373,0
5362,76546,69567,0
5363,44091,26839,1
5364,5850,50352,0
5365,13690,94223,1
5366,43658,101683,0
5367,44406,254964,0
5368,112174,106304,1
5369,91454,134796,1
5370,35144,241983,1
5371,66500,187640,1
5372,70011,249410,0
5373,159700,185956,0
5374,71216,290608,1
5375,182609,183281,1
5376,189697,184221,0
5377,169736,111989,0
5378,39801,268167,0
5379,191809,155766,0
5380,11684,115670,0
5381,142618,225341,1
5382,20856,137183,0
5383,74276,286581,1
5384,1622,266218,1
5385,130625,130737,0
5386,20875,121773,0
5387,8000,253227,0
5388,160623,238266,1
5389,70884,69935,0
5390,27385,135495,0
5391,67843,71361,0
5392,134270,164708,0
5393,27836,265984,0
5394,41831,9809,0
5395,5956,188697,1
5396,73153,182281,0
5397,179789,75717,0
5398,8001,214793,0
5399,92005,91708,0
5400,29955,104087,0
5401,9728,172810,0
5402,154776,294885,0
5403,165850,261663,0
5404,114314,139812,1
5405,45425,141230,0
5406,102020,153157,0
5407,6297,100789,0
5408,170162,72446,0
5409,178359,21355,0
5410,53493,181027,1
5411,135426,160063,1
5412,133775,17827,0
5413,140604,263469,1
5414,13910,116407,0
5415,50953,39153,1
5416,177204,264098,1
5417,1658,200825,1
5418,46963,137167,0
5419,49584,20281,0
5420,170623,68787,0
5421,103551,149335,1
5422,107713,40505,1
5423,53943,193408,1
5424,64715,71918,0
5425,123016,134581,0
5426,146773,252385,0
5427,169043,231181,0
5428,36545,251017,0
5429,116374,155583,0
5430,4259,216062,0
5431,43768,210920,0
5432,147846,121564,0
5433,99878,123068,1
5434,141015,124651,0
5435,33451,77714,1
5436,48801,125510,0
5437,142560,130095,1
5438,147103,79435,0
5439,51949,122662,1
5440,99471,109418,0
5441,181302,90753,1
5442,182599,240646,1
5443,90022,201990,0
5444,127070,240446,0
5445,102988,180303,0
5446,29216,7153,0
5447,157937,224916,0
5448,57558,140861,1
5449,116843,155385,0
5450,172630,46011,1
5451,160158,206248,0
5452,177799,239612,0
5453,128045,247264,1
5454,143863,146,1
5455,124635,260823,1
5456,177484,180655,0
5457,85358,149685,1
5458,155950,23532,1
5459,3773,286305,0
5460,169846,105295,0
5461,32769,170711,0
5462,110056,131332,0
5463,95086,90717,0
5464,66381,170542,1
5465,77915,252410,1
5466,137433,2193,1
5467,54816,47895,1
5468,119440,24616,1
5469,70379,223154,1
5470,104116,233020,1
5471,161682,184822,1
5472,122870,31202,0
5473,108503,225014,0
5474,116257,46757,0
5475,75832,144431,0
5476,47987,167312,0
5477,91205,221576,0
5478,18483,98968,1
5479,82935,218253,0
5480,48003,180702,1
5481,122709,164628,0
5482,107118,113930,0
5483,162039,12606,1
5484,57241,145155,1
5485,175453,9086,0
5486,65739,194373,1
5487,65220,156623,0
5488,33539,138147,0
5489,107806,35819,0
5490,133061,273063,0
5491,170802,297630,0
5492,109683,26353,1
5493,89810,255357,0
5494,144342,203183,0
5495,140343,217053,1
5496,65470,297429,1
5497,137412,125204,1
5498,88056,78358,1
5499,68838,212164,1
5500,123199,89476,0
5501,164942,53875,1
5502,187239,96427,1
5503,79322,249503,1
5504,109277,173253,0
5505,150768,79979,1
5506,9839,177681,1
5507,156612,277052,0
5508,97923,56909,0
5509,4576,170589,1
5510,18986,283826,1
5511,165245,39135,0
5512,106073,213848,1
5513,33986,192930,1
5514,101669,62172,0
5515,6632,294003,1
5516,91463,102837,0
5517,125912,282283,1
5518,165118,280906,1
5519,177754,188931,1
5520,76888,124643,0
5521,57650,114918,1
5522,25037,24812,1
5523,35077,220678,0
5524,88014,89737,1
5525,95563,159234,1
5526,183777,155466,0
5527,62891,99734,0
5528,107133,300315,0
5529,173759,158913,1
5530,26597,124713,0
5531,55870,83152,0
5532,1873,70763,0
5533,121767,284557,0
5534,164168,258278,1
5535,139873,138154,1
5536,145376,42500,0
5537,126989,40667,0
5538,122036,104611,1
5539,24344,45768,1
5540,94633,224469,0
5541,63864,99165,0
5542,155955,28171,0
5543,20721,179171,1
5544,86386,198411,0
5545,176520,293171,1
5546,95707,262323,0
5547,12305,96521,0
5548,128079,92731,1
5549,179667,8065,1
5550,27828,108373,0
5551,53543,195203,1
5552,24533,38455,0
5553,112271,49798,0
5554,163939,90524,1
5555,114424,146706,1
5556,172372,887,0
5557,2109,47078,1
5558,127998,109888,0
5559,62185,196458,0
5560,37858,143315,1
5561,127054,109832,1
5562,57721,258240,1
5563,147609,169483,1
5564,3089,136400,1
5565,47119,10676,0
5566,138651,22566,1
5567,183180,45465,1
5568,181433,115439,1
5569,184639,26326,0
5570,176059,241153,0
5571,24310,34298,1
5572,129361,140171,1
5573,107816,75491,1
5574,984,41497,0
5575,177610,112767,0
5576,62677,166812,0
5577,142005,240219,0
5578,120139,274394,0
5579,165888,31291,0
5580,119626,249899,1
5581,122318,224893,1
5582,81298,146152,1
5583,168765,11871,0
5584,72473,281151,1
5585,97830,262891,0
5586,126475,202465,0
5587,74292,296380,0
5588,107263,273701,1
5589,5354,55601,0
5590,90572,27682,0
5591,172142,205801,1
5592,54659,268891,0
5593,104428,167653,0
5594,152347,29642,1
5595,65006,153825,0
5596,141719,246726,1
5597,142302,234737,1
5598,190140,16898,0
5599,135498,113216,0
5600,18685,268375,1
5601,20072,113275,1
5602,127502,33858,0
5603,114976,63866,1
5604,172791,195491,0
5605,38858,146254,1
5606,65901,165069,0
5607,56657,233682,1
5608,10725,75019,1
5609,150069,159089,0
5610,64847,280416,1
5611,123110,292995,1
5612,135255,243119,0
5613,138729,278069,1
5614,117968,19927,1
5615,34010,55012,1
5616,30033,188348,1
5617,136810,131649,0
5618,56810,146020,1
5619,114675,300756,1
5620,118349,277031,1
5621,132019,87608,1
5622,106944,26220,0
5623,150587,29426,1
5624,109042,23912,0
5625,71511,237600,1
5626,23732,276222,0
5627,148985,281228,1
5628,97966,234573,0
5629,191054,25226,1
5630,32980,181176,0
5631,99485,215599,0
5632,190883,41268,1
5633,130160,252000,1
5634,15834,97964,0
5635,70822,72146,0
5636,5479,296999,1
5637,25222,24620,1
5638,155299,32950,1
5639,36078,147788,1
5640,96602,144346,1
5641,142042,108077,1
5642,107873,10833,1
5643,12769,175205,0
5644,68973,159084,1
5645,71030,3641,0
5646,97701,250528,0
5647,164747,214225,1
5648,101656,240616,0
5649,65133,196881,0
5650,141785,72406,1
5651,80506,90667,1
5652,166084,65264,0
5653,125773,149149,0
5654,125629,281768,1
5655,21009,19767,0
5656,171093,23560,1
5657,99376,20915,0
5658,152856,32663,0
5659,103418,281824,0
5660,140621,297038,0
5661,147016,95034,1
5662,104674,143356,1
5663,90591,274773,0
5664,190314,110804,0
5665,72399,182752,0
5666,174312,82568,0
5667,79890,254249,0
5668,122766,295376,1
5669,4904,94539,0
5670,22599,159549,0
5671,171422,96681,0
5672,47771,82822,0
5673,11129,292060,0
5674,157463,219252,0
5675,124823,289878,0
5676,151109,84279,1
5677,24836,87588,1
5678,22736,183238,0
5679,126320,240223,0
5680,37507,274824,0
5681,187238,62956,1
5682,170893,240540,1
5683,2669,261575,0
5684,87586,150339,0
5685,176739,64320,0
5686,152866,175700,0
5687,137547,139565,0
5688,57570,66487,1
5689,175639,228177,0
5690,2278,48019,1
5691,124543,103919,1
5692,180643,206021,0
5693,188267,186466,0
5694,161523,111837,0
5695,179215,88282,1
5696,14162,43606,1
5697,38878,288355,0
5698,109584,162383,1
5699,32050,217743,1
5700,22765,20815,0
5701,71162,39827,0
5702,148583,190812,0
5703,76241,90672,1
5704,83634,64637,0
5705,8902,184317,0
5706,9902,21184,1
5707,6911,42163,1
5708,66769,101999,1
5709,115430,244342,0
5710,53110,126106,1
5711,81699,146545,0
5712,117130,269035,1
5713,27593,181623,0
5714,82883,149933,0
5715,174845,33928,1
5716,16490,170724,1
5717,75788,83788,0
5718,1128,192769,0
5719,147123,38691,1
5720,45055,155505,0
5721,131477,177303,0
5722,14965,22589,0
5723,139807,242382,1
5724,86372,64033,1
5725,96829,59320,0
5726,108448,115198,0
5727,65268,292684,0
5728,159664,191675,0
5729,126366,216458,1
5730,138386,269129,1
5731,66014,277023,0
5732,7093,210022,0
5733,125530,120407,0
5734,170219,186013,0
5735,77319,136022,0
5736,3681,243501,0
5737,64942,129898,0
5738,59659,99356,0
5739,22939,248065,1
5740,108474,232426,0
5741,134369,61364,0
5742,130549,24024,0
5743,108116,81382,1
5744,189122,292755,0
5745,136544,111846,0
5746,63014,124462,0
5747,114990,200866,0
5748,132794,60564,0
5749,22332,232841,1
5750,41545,45933,0
5751,71605,118726,0
5752,134688,202285,0
5753,68310,275626,1
5754,169764,90389,1
5755,141287,206330,0
5756,15749,138496,0
5757,27744,72008,0
5758,110324,12545,1
5759,67889,280577,0
5760,172782,167158,1
5761,146619,128104,0
5762,29993,21027,0
5763,144382,295680,0
5764,97301,37463,1
5765,23628,278653,1
5766,72262,129769,0
5767,55438,206389,1
5768,94917,209630,1
5769,65835,14567,0
5770,25442,177870,0
5771,105863,144703,1
5772,85889,83107,1
5773,14497,103283,0
5774,25560,89703,0
5775,57788,51329,0
5776,81101,167487,1
5777,49112,124131,1
5778,122994,124013,0
5779,25500,296117,0
5780,178407,252059,0
5781,25445,94209,0
5782,47969,68824,1
5783,13475,210103,0
5784,27681,4906,0
5785,114792,248255,0
5786,65354,226703,0
5787,19077,283305,0
5788,89080,211818,0
5789,32093,158666,1
5790,162737,46596,1
5791,69337,81583,0
5792,75486,280060,1
5793,18589,138808,1
5794,27070,162396,0
5795,186129,51731,1
5796,145453,170984,0
5797,87138,265846,0
5798,133310,111482,1
5799,57443,184098,0
5800,3148,42167,0
5801,20913,146530,1
5802,28902,219399,1
5803,163954,183571,0
5804,164914,65963,0
5805,111531,54011,0
5806,50071,242461,0
5807,63664,244617,1
5808,83403,230788,0
5809,157122,262689,0
5810,64423,62950,0
5811,142447,77490,0
5812,165198,224930,0
5813,60706,225610,0
5814,148580,120235,0
5815,103504,209286,0
5816,159925,82885,1
5817,9466,102698,1
5818,115353,147567,0
5819,42644,282101,0
5820,64419,236148,0
5821,47932,134130,0
5822,55587,176858,0
5823,4956,37418,0
5824,188555,294177,0
5825,32173,132645,0
5826,157304,9407,0
5827,84660,93463,0
5828,6175,115872,0
5829,107006,102443,0
5830,77570,193532,0
5831,81718,163843,1
5832,2095,110526,1
5833,9767,39465,0
5834,93584,183883,0
5835,105854,246883,0
5836,106733,108285,0
5837,139631,300718,0
5838,55778,109695,1
5839,41431,283406,0
5840,118283,31042,1
5841,101546,269147,0
5842,192360,87449,1
5843,36291,22252,1
5844,129103,202372,0
5845,22094,257524,0
5846,61789,196954,1
5847,183025,260236,0
5848,62897,44331,0
5849,115650,44883,0
5850,106348,141126,0
5851,79709,20635,1
5852,76510,37845,0
5853,86279,275423,1
5854,83624,183095,0
5855,93314,142877,0
5856,40335,182094,0
5857,150168,159427,1
5858,131993,29756,1
5859,132427,102688,1
5860,62638,28364,1
5861,141569,4513,1
5862,9928,196370,1
5863,77005,5905,0
5864,57910,230132,0
5865,178428,103683,0
5866,129722,195690,1
5867,56500,224208,0
5868,168228,32540,0
5869,41811,71356,0
5870,9378,171926,0
5871,98610,372,0
5872,64408,203176,0
5873,11725,28827,0
5874,155180,162661,0
5875,4918,1955,0
5876,139496,261266,1
5877,137966,33694,1
5878,99321,221224,0
5879,130412,171518,1
5880,133817,297668,0
5881,11828,183670,0
5882,155572,264368,0
5883,158209,26312,0
5884,191213,232556,1
5885,173554,219690,0
5886,99026,157977,0
5887,14397,160899,1
5888,138818,4659,1
5889,18019,175945,0
5890,73888,291930,0
5891,87231,227917,1
5892,37390,206180,1
5893,37429,274164,0
5894,73823,12848,0
5895,63072,273007,1
5896,156936,110575,1
5897,53772,117822,0
5898,1007,68866,0
5899,35516,149589,0
5900,64570,268570,0
5901,146730,5523,0
5902,87433,178098,1
5903,29223,177725,1
5904,67013,89170,0
5905,35981,51110,0
5906,55294,141114,0
5907,86589,102933,1
5908,84627,136105,0
5909,39123,230208,0
5910,165363,124100,1
5911,20064,243583,0
5912,37860,125952,0
5913,74112,191705,1
5914,83612,260902,0
5915,73341,78196,1
5916,87215,279759,1
5917,136452,213673,0
5918,179354,270748,1
5919,84841,72133,0
5920,154687,124987,0
5921,26450,53923,0
5922,179960,153405,1
5923,76461,230535,0
5924,99481,35359,1
5925,146830,33708,0
5926,166757,24420,0
5927,52133,217957,0
5928,146865,181886,1
5929,118979,117942,0
5930,88665,202400,1
5931,192149,183049,0
5932,15990,220098,0
5933,113435,151664,0
5934,178790,94259,1
5935,123918,173686,1
5936,13168,157923,1
5937,27258,98266,0
5938,99702,150910,0
5939,61944,63080,1
5940,187055,97338,0
5941,183713,1779,0
5942,186196,150939,0
5943,8672,117074,0
5944,151422,253240,1
5945,188910,90260,1
5946,155016,159497,1
5947,145354,111416,0
5948,105332,49834,1
5949,127150,176894,1
5950,173224,270077,0
5951,179301,144055,0
5952,56135,42588,0
5953,71635,127860,1
5954,61822,216494,0
5955,180257,46092,1
5956,32843,187745,0
5957,56480,110596,1
5958,35080,166553,0
5959,18818,229304,0
5960,95569,52117,0
5961,124900,221798,0
5962,139196,30258,1
5963,9185,99891,0
5964,105285,175542,1
5965,28558,110459,1
5966,141002,99990,1
5967,122869,15444,1
5968,168817,97260,1
5969,139096,241378,0
5970,49853,291769,0
5971,136536,231604,1
5972,73392,173335,0
5973,53778,226926,0
5974,181765,1553,1
5975,130994,186405,0
5976,176569,126473,0
5977,165290,62799,0
5978,38795,292743,0
5979,15735,294011,0
5980,141461,202511,0
5981,137502,233295,0
5982,121632,296478,1
5983,191818,150859,1
5984,170005,283223,0
5985,86816,165985,0
5986,50622,160927,1
5987,160342,91109,0
5988,81193,80427,0
5989,77111,130939,1
5990,160379,286145,0
5991,79626,22729,1
5992,127675,258739,1
5993,135687,264700,1
5994,126797,93113,1
5995,175193,105416,1
5996,149161,180847,0
5997,120300,48612,1
5998,154376,253614,0
5999,28693,8486,0
6000,10437,237567,0
6001,19821,153323,0
6002,138731,187819,0
6003,108037,145184,0
6004,130927,51342,0
6005,62402,276648,1
6006,138063,123992,1
6007,191220,287608,1
6008,185756,168954,1
6009,15546,180206,0
6010,21266,156848,1
6011,152137,83008,0
6012,68589,243427,1
6013,101328,196875,1
6014,89439,231032,0
6015,170421,278894,1
6016,47585,257021,1
6017,133095,256777,1
6018,60239,8130,0
6019,116783,40889,0
6020,129608,58435,1
6021,165002,135598,0
6022,167526,119282,0
6023,123957,10016,0
6024,183435,57816,0
6025,11255,164113,0
6026,122456,60679,0
6027,123344,98556,0
6028,173298,28835,0
6029,106329,190052,0
6030,115610,201640,0
6031,108562,75440,0
6032,162880,68694,1
6033,137927,122897,1
6034,152569,99814,0
6035,55907,40732,0
6036,184289,98259,0
6037,110969,114772,0
6038,5661,216423,0
6039,68185,115267,0
6040,185759,251480,1
6041,189139,173973,1
6042,23159,66192,1
6043,192507,187722,1
6044,50867,236908,1
6045,173604,50538,0
6046,90767,59406,1
6047,141930,133422,1
6048,71090,110601,0
6049,69963,89422,0
6050,10104,260086,0
6051,69997,154591,1
6052,12030,115384,1
6053,131149,141189,1
6054,181726,197008,0
6055,99243,193473,1
6056,79304,106343,0
6057,189239,291594,1
6058,84601,56088,0
6059,184901,7429,0
6060,68851,223302,1
6061,112581,75225,1
6062,185579,9088,0
6063,168286,179904,0
6064,11856,203452,0
6065,187567,255986,0
6066,106087,87446,0
6067,160238,229894,1
6068,86231,186505,0
6069,163099,83694,1
6070,115472,239700,1
6071,137048,103487,0
6072,35065,1265,0
6073,9354,188632,1
6074,165778,166694,1
6075,127485,120665,1
6076,97846,90968,1
6077,35010,113364,0
6078,37513,260570,0
6079,21023,59326,1
6080,149068,76724,1
6081,86490,254828,0
6082,58960,90696,1
6083,13537,225251,0
6084,89158,131648,0
6085,11925,121480,1
6086,116968,168707,0
6087,44431,48896,1
6088,109285,62415,0
6089,188107,227029,0
6090,161049,227639,0
6091,24221,179765,0
6092,27869,229934,0
6093,173637,199051,1
6094,65019,228055,1
6095,90104,254605,0
6096,31369,51683,1
6097,144540,160323,0
6098,71913,57060,0
6099,33088,276029,1
6100,128134,232526,1
6101,167170,258072,1
6102,148489,91092,1
6103,102308,299092,0
6104,167448,171236,0
6105,180365,68624,1
6106,520,80008,1
6107,56131,220355,1
6108,142172,23953,1
6109,64710,21627,0
6110,8910,55435,0
6111,110030,10431,0
6112,189494,134584,0
6113,25692,165673,0
6114,36287,101084,0
6115,185578,28518,1
6116,64045,45106,0
6117,126744,267759,0
6118,132781,14518,1
6119,181637,106324,0
6120,156999,169099,0
6121,66507,85237,1
6122,100137,284910,1
6123,64714,22050,0
6124,15272,161825,0
6125,73151,60168,0
6126,182562,129948,1
6127,190697,33012,1
6128,46989,96951,1
6129,92401,136513,0
6130,32476,219918,0
6131,66308,292897,1
6132,134406,232054,1
6133,13791,174995,0
6134,43191,292022,0
6135,153296,242227,0
6136,177347,258869,0
6137,91569,62072,0
6138,176661,23784,0
6139,165007,115683,0
6140,89651,259075,1
6141,101406,120855,1
6142,158875,56324,0
6143,85963,85772,0
6144,139239,175453,0
6145,69189,187255,1
6146,64345,88875,0
6147,39626,234261,1
6148,89307,250514,0
6149,186987,158862,0
6150,50707,135014,1
6151,162478,96614,0
6152,116417,273586,0
6153,169451,292504,1
6154,188397,286650,0
6155,175173,206926,0
6156,68192,295534,0
6157,87510,22257,0
6158,85876,112151,0
6159,41651,293376,1
6160,17974,2727,0
6161,188272,104426,0
6162,33358,271281,0
6163,90509,45941,0
6164,160687,252933,1
6165,39194,39525,1
6166,150762,194334,0
6167,37401,198091,0
6168,104999,256485,0
6169,162974,62709,0
6170,137773,3750,0
6171,151505,242624,0
6172,102623,189258,0
6173,63718,71722,0
6174,152082,16049,1
6175,184242,85413,0
6176,165121,229247,1
6177,111000,155620,1
6178,101220,185978,1
6179,83459,62597,1
6180,48916,35275,0
6181,13483,54097,0
6182,45709,148316,0
6183,28233,236259,0
6184,165492,35276,0
6185,100319,58822,0
6186,54528,101826,0
6187,28867,199619,1
6188,192304,48140,0
6189,129876,164182,0
6190,61495,284757,1
6191,150207,185239,0
6192,83119,8672,1
6193,111268,33306,0
6194,7751,116347,1
6195,22721,106750,1
6196,74494,210376,0
6197,96545,142623,0
6198,106010,133514,1
6199,96158,114739,0
6200,72784,213597,0
6201,67966,233367,0
6202,152023,39675,0
6203,66448,176888,0
6204,123011,193651,0
6205,146768,183695,1
6206,13183,12939,0
6207,106390,32225,1
6208,34523,18364,1
6209,76154,267187,0
6210,182546,13915,0
6211,95386,61114,1
6212,58556,1274,0
6213,25035,179552,0
6214,33789,217715,0
6215,44714,227217,0
6216,111504,82082,0
6217,29479,197731,1
6218,152558,35965,1
6219,38747,34721,1
6220,155619,111607,0
6221,160743,158345,1
6222,86838,228282,1
6223,58653,31163,1
6224,67995,90324,0
6225,167328,195031,1
6226,142632,126020,1
6227,166795,262013,0
6228,1101,252033,0
6229,140795,192028,1
6230,27365,151536,0
6231,156414,49518,0
6232,160286,170354,0
6233,62780,268147,1
6234,173190,3362,0
6235,145473,110159,0
6236,84387,203912,1
6237,11176,250634,1
6238,106132,184973,0
6239,74849,85182,0
6240,2122,220732,0
6241,46370,239719,1
6242,145510,252818,0
6243,140941,258042,1
6244,109366,178802,1
6245,5241,98408,1
6246,151186,106222,0
6247,40608,227541,0
6248,23038,223958,0
6249,93742,176768,0
6250,133846,101187,1
6251,186069,105285,0
6252,183311,90056,0
6253,172996,49642,0
6254,116460,82252,0
6255,190324,113744,0
6256,94585,176407,0
