case_id,model,model_display,selected_outcome,holdout_position,original_row_index,y_true,attack_category,feature_index,feature_name,raw_feature_value,scaled_feature_value,attribution,absolute_attribution,absolute_rank,is_top10,reference_attribution_mean,reference_attribution_std,reference_attribution_minimum,reference_attribution_maximum,positive_reference_fraction,negative_reference_fraction,zero_reference_fraction,reference_sign_consistency
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,63,Subflow Fwd Byts,77.0,-0.03546834737062454,-0.00019596950226169954,0.00019596950226169954,61,False,-0.0001959695022616995,0.00039599182213406346,-0.0014845548838708115,0.00038656436847771735,0.375,0.59375,0.03125,0.59375
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,64,Subflow Bwd Pkts,0.0,-0.05591423809528351,0.0017756399058308572,0.0017756399058308572,52,False,0.0017756399058308572,0.01527605454784543,-0.06340054681598989,0.04240553158892252,0.5625,0.25,0.1875,0.5625
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,65,Subflow Bwd Byts,0.0,-0.02156716026365757,0.004114665888715052,0.004114665888715052,46,False,0.004114665888715053,0.012471325228899797,-0.003504566216692256,0.05170223997101537,0.5625,0.1875,0.25,0.5625
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,66,Init Fwd Win Byts,254.0,-0.7309809327125549,0.3505412020478213,0.3505412020478213,8,True,0.35054120204782124,1.2733035990291375,-0.07249626450242386,7.330591305751688,0.71875,0.28125,0.0,0.71875
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,67,Init Bwd Win Byts,-1.0,-0.4095837473869324,-0.06261965655021663,0.06261965655021663,25,False,-0.06261965655021665,0.37817169685724655,-1.3794425232503296,0.4586246130149596,0.375,0.3125,0.3125,0.375
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,68,Fwd Act Data Pkts,1.0,-0.032890722155570984,1.0315021852355778e-05,1.0315021852355778e-05,65,False,1.0315021852355776e-05,0.00010937477234823874,-0.00042069930285417465,0.00021749168138597314,0.34375,0.25,0.40625,0.40625
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,69,Fwd Seg Size Min,20.0,-0.221856951713562,0.02840585199757964,0.02840585199757964,34,False,0.028405851997579643,0.2781848469168528,-0.5831405695878016,0.9718233360421966,0.1875,0.09375,0.71875,0.71875
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,70,Active Mean,0.0,-0.09103736281394958,0.0029181370922862896,0.0029181370922862896,48,False,0.002918137092286289,0.010512615874200732,-0.0,0.05296323236003879,0.125,0.0,0.875,0.875
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,71,Active Std,0.0,-0.06719702482223511,-0.006056146870291979,0.006056146870291979,45,False,-0.006056146870291979,0.02864621846284048,-0.16304764762088655,0.006835154945142073,0.03125,0.09375,0.875,0.875
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,72,Active Max,0.0,-0.09757475554943085,-0.013808546869846589,0.013808546869846589,41,False,-0.013808546869846589,0.061718405951888024,-0.3413473112355168,0.010549717956428457,0.03125,0.09375,0.875,0.875
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,73,Active Min,0.0,-0.07560674101114273,0.00017478431480954062,0.00017478431480954062,62,False,0.00017478431480954062,0.0005623275837261907,-0.0,0.002847418387641767,0.125,0.0,0.875,0.875
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,74,Idle Mean,0.0,-0.29483991861343384,-0.0008486197779373206,0.0008486197779373206,54,False,-0.0008486197779373206,0.10612258042013736,-0.473132422183849,0.24567310161249908,0.125,0.125,0.75,0.75
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,75,Idle Std,0.0,-0.13760210573673248,-0.0007282429522365119,0.0007282429522365119,55,False,-0.0007282429522365119,0.003935025215503448,-0.020871989810978337,0.006252254132383829,0.03125,0.125,0.84375,0.84375
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,76,Idle Max,0.0,-0.3058960735797882,-0.02972903230504188,0.02972903230504188,33,False,-0.029729032305041876,0.16654013463173337,-0.9493050846505225,0.05868243930972582,0.15625,0.09375,0.75,0.75
CNN_TN_03,cnn,CNN,TN,2474,17871,0,Benign,77,Idle Min,0.0,-0.27937188744544983,-0.03754090306030138,0.03754090306030138,32,False,-0.03754090306030138,0.15394228813128522,-0.8330900607775581,0.013536227533742638,0.09375,0.15625,0.75,0.75
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,0,Dst Port,3389.0,-0.38669708371162415,0.7040468219509981,0.7040468219509981,3,True,0.704046821950998,1.4912200084745764,-0.864611467533331,3.7380118353068528,0.40625,0.40625,0.1875,0.40625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,1,Protocol,6.0,-0.4150773882865906,-0.06446184619541691,0.06446184619541691,27,False,-0.0644618461954169,0.18072897418218578,-0.8641597831842741,-0.0,0.0,0.15625,0.84375,0.84375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,2,Flow Duration,1398186.0,-0.33087462186813354,0.23387196567529867,0.23387196567529867,7,True,0.23387196567529875,0.5795727294659915,-0.03307392363361321,2.423047546737939,0.5,0.5,0.0,0.5
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,3,Tot Fwd Pkts,8.0,-0.03197607770562172,-6.985674883849103e-05,6.985674883849103e-05,63,False,-6.9856748838491e-05,0.00044689472816874853,-0.0008808568590165039,0.0017812775443268709,0.5,0.46875,0.03125,0.5
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,4,Tot Bwd Pkts,7.0,0.02562977559864521,0.00212961384725799,0.00212961384725799,55,False,0.002129613847257991,0.03399487775439755,-0.0479528478760743,0.10814863599261641,0.375,0.5,0.125,0.5
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,5,TotLen Fwd Pkts,1148.0,-0.027322618290781975,-4.6990794667880174e-05,4.6990794667880174e-05,65,False,-4.6990794667880154e-05,0.0008679455879148594,-0.002141312728554401,0.0011792625255867167,0.59375,0.375,0.03125,0.59375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,6,TotLen Bwd Pkts,1581.0,-0.008569351397454739,0.0006339337508317392,0.0006339337508317392,58,False,0.0006339337508317394,0.013472077408818858,-0.04706749457673026,0.013145512984107108,0.75,0.1875,0.0625,0.75
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,7,Fwd Pkt Len Max,677.0,1.0746245384216309,0.013745931404964731,0.013745931404964731,45,False,0.013745931404964731,0.5435422728768593,-1.0905364996097373,0.9668196107449675,0.46875,0.46875,0.0625,0.46875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,8,Fwd Pkt Len Min,0.0,-0.2446633279323578,-0.08781689554764312,0.08781689554764312,22,False,-0.08781689554764312,0.23581784471443373,-0.8093070956943041,-0.0,0.0,0.125,0.875,0.875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,9,Fwd Pkt Len Mean,143.5,0.9192044734954834,0.0745098038786661,0.0745098038786661,25,False,0.0745098038786661,0.2954139318801492,-0.8673419134242722,0.825564772606864,0.71875,0.28125,0.0,0.71875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,10,Fwd Pkt Len Std,228.1296624,0.8041684031486511,0.2699957493433137,0.2699957493433137,6,True,0.2699957493433138,0.45524997194552097,-0.5114686088852503,1.5057506761435002,0.625,0.375,0.0,0.625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,11,Bwd Pkt Len Max,1173.0,1.9076251983642578,-0.19559740676687762,0.19559740676687762,10,True,-0.19559740676687767,0.44329597886195304,-1.457996900904739,0.49447744204249117,0.40625,0.5,0.09375,0.5
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,12,Bwd Pkt Len Min,0.0,-0.3786987066268921,-0.2029031841148612,0.2029031841148612,9,True,-0.2029031841148612,0.5557497512778639,-1.9565703360930535,-0.0,0.0,0.125,0.875,0.875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,13,Bwd Pkt Len Mean,225.8571429,0.8250563740730286,-0.07959347602928174,0.07959347602928174,24,False,-0.07959347602928177,0.4739453436519174,-0.9295712015283252,1.3224544937009575,0.1875,0.75,0.0625,0.75
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,14,Bwd Pkt Len Std,430.0986044,1.5467398166656494,0.821036011679439,0.821036011679439,2,True,0.8210360116794392,0.9435117209334214,-1.3057918840677152,2.769480773018711,0.8125,0.125,0.0625,0.8125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,15,Flow Byts/s,1951.814708,-0.06713457405567169,0.01868697140097485,0.01868697140097485,41,False,0.018686971400974854,0.05691052820134497,-0.0008071171305395666,0.3140330313913805,0.46875,0.53125,0.0,0.53125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,16,Flow Pkts/s,10.72818638,-0.3643225133419037,0.02327368695893361,0.02327368695893361,37,False,0.02327368695893361,0.08616371004558186,-2.812568444698904e-05,0.47495309492489235,0.53125,0.46875,0.0,0.53125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,17,Flow IAT Mean,99870.42857,-0.22220201790332794,0.16791746652859416,0.16791746652859416,13,False,0.16791746652859413,0.6083814006082089,-0.01058923910013183,3.2866886849636296,0.53125,0.46875,0.0,0.53125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,18,Flow IAT Std,251903.4128,-0.1944189816713333,-0.09176051601185786,0.09176051601185786,21,False,-0.09176051601185783,0.23215430717606664,-1.1791389211374856,0.015475173180883435,0.21875,0.78125,0.0,0.78125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,19,Flow IAT Max,968737.0,-0.28483670949935913,0.010660102605143012,0.010660102605143012,48,False,0.010660102605143024,0.24275335887618196,-0.9388049568160169,0.7114751305844801,0.3125,0.6875,0.0,0.6875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,20,Flow IAT Min,4.0,-0.17876023054122925,-0.05484051430538721,0.05484051430538721,30,False,-0.05484051430538721,0.3445054529974762,-1.6223237836283333,0.7253332149471995,0.5,0.4375,0.0625,0.5
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,21,Fwd IAT Tot,1398186.0,-0.3209294080734253,-0.06303917365162738,0.06303917365162738,28,False,-0.0630391736516274,0.4429011281142773,-1.775448744039834,1.629970934546206,0.3125,0.6875,0.0,0.6875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,22,Fwd IAT Mean,199740.8571,-0.22746707499027252,-0.06449909469081783,0.06449909469081783,26,False,-0.06449909469081784,0.2878908277538272,-1.6158268807424674,0.05356185496192207,0.3125,0.6875,0.0,0.6875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,23,Fwd IAT Std,385615.8879,-0.1962858885526657,-0.17409233497761967,0.17409233497761967,12,False,-0.17409233497761967,0.49008938281861286,-2.802102531667581,0.0012473867208491769,0.09375,0.90625,0.0,0.90625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,24,Fwd IAT Max,1072486.0,-0.26814618706703186,0.09820229224166609,0.09820229224166609,19,False,0.09820229224166613,0.27009053107765657,-0.13562374384291204,0.947738712696669,0.40625,0.59375,0.0,0.59375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,25,Fwd IAT Min,4.0,-0.1922723948955536,-0.1528716419174246,0.1528716419174246,14,False,-0.15287164191742458,0.4772050973592803,-1.7154296368046082,0.004890197847055447,0.625,0.3125,0.0625,0.625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,26,Bwd IAT Tot,1335246.0,-0.2182658165693283,-0.014843507908299596,0.014843507908299596,44,False,-0.014843507908299598,0.17693951434229507,-0.5195209082311582,0.5543042725635215,0.25,0.75,0.0,0.75
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,27,Bwd IAT Mean,222541.0,-0.13100534677505493,0.005668286454520502,0.005668286454520502,52,False,0.005668286454520503,0.03929163041346531,-0.028258428859385704,0.20327988992694812,0.40625,0.59375,0.0,0.59375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,28,Bwd IAT Std,365883.3858,-0.1314726024866104,-0.031099439606443978,0.031099439606443978,35,False,-0.03109943960644397,0.09829051740398786,-0.34681820485181675,0.21629217898505315,0.15625,0.84375,0.0,0.84375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,29,Bwd IAT Max,968737.0,-0.1449388861656189,-0.027820283731892295,0.027820283731892295,36,False,-0.02782028373189229,0.1077000580481511,-0.1704790853603463,0.5119842302638516,0.1875,0.8125,0.0,0.8125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,30,Bwd IAT Min,63478.0,-0.08643070608377457,0.00012185610779752552,0.00012185610779752552,61,False,0.0001218561077975254,0.0037295135683197253,-0.005002959208818869,0.013122943063765906,0.3125,0.6875,0.0,0.6875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,31,Fwd PSH Flags,0.0,-0.1852944940328598,-0.019753058357207448,0.019753058357207448,39,False,-0.019753058357207448,0.10998037437816137,-0.6320978674306383,-0.0,0.0,0.03125,0.96875,0.96875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,32,Bwd PSH Flags,0.0,0.0,0.0,0.0,67,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,33,Fwd URG Flags,0.0,-0.02324415184557438,0.0,0.0,68,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,34,Bwd URG Flags,0.0,0.0,0.0,0.0,69,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,35,Fwd Header Len,168.0,-0.03091602958738804,-1.1167142417076545e-05,1.1167142417076545e-05,66,False,-1.1167142417076552e-05,0.00033237013372108685,-0.0008017816475443156,0.000529839244709152,0.65625,0.28125,0.0625,0.65625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,36,Bwd Header Len,148.0,0.02517242543399334,0.006770078496667258,0.006770078496667258,50,False,0.006770078496667258,0.028547067629405773,-0.0995005121911505,0.033579581396862276,0.65625,0.34375,0.0,0.65625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,37,Fwd Pkts/s,5.721699402,-0.33484822511672974,0.009496174747515919,0.009496174747515919,49,False,0.009496174747515917,0.03239972173458042,-0.00031474765097088005,0.13683684632931442,0.46875,0.53125,0.0,0.53125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,38,Bwd Pkts/s,5.006486977,-0.3509587049484253,0.0038520152506745856,0.0038520152506745856,54,False,0.003852015250674585,0.015637098780520206,-2.136119698307147e-05,0.08909564441975205,0.375,0.625,0.0,0.625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,39,Pkt Len Min,0.0,-0.24511286616325378,-0.03399836724500904,0.03399836724500904,34,False,-0.03399836724500904,0.09349502465594767,-0.3558832198028102,0.0,0.0,0.125,0.875,0.875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,40,Pkt Len Max,1173.0,1.4580261707305908,-0.11256763376507468,0.11256763376507468,18,False,-0.11256763376507468,0.49656841649195876,-1.5124169720809102,0.5174500357084888,0.4375,0.46875,0.09375,0.46875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,41,Pkt Len Mean,170.5625,0.9027093052864075,-0.08103664156378287,0.08103664156378287,23,False,-0.08103664156378286,0.2906354827705206,-0.7847423806990681,0.2686698568236427,0.59375,0.40625,0.0,0.59375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,42,Pkt Len Std,319.4332416,1.1472247838974,-0.052759313073017816,0.052759313073017816,32,False,-0.05275931307301783,0.3602219107562615,-0.8548092600152069,0.8927799017767479,0.4375,0.5625,0.0,0.5625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,43,Pkt Len Var,102037.5958,0.21486088633537292,-0.012742752828486572,0.012742752828486572,46,False,-0.012742752828486569,0.06266934131913945,-0.1518864430772043,0.11818757386144134,0.40625,0.59375,0.0,0.59375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,44,FIN Flag Cnt,0.0,-0.05233189836144447,0.0,0.0,70,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,45,SYN Flag Cnt,0.0,-0.1852944940328598,-0.05489619911930423,0.05489619911930423,29,False,-0.05489619911930423,0.3056491011112829,-1.7566783718177355,-0.0,0.0,0.03125,0.96875,0.96875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,46,RST Flag Cnt,0.0,-0.5218309164047241,-0.1844372843769184,0.1844372843769184,11,False,-0.18443728437691836,0.341809320180423,-0.9383630332497687,-0.0,0.0,0.375,0.625,0.625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,47,PSH Flag Cnt,1.0,0.9456127285957336,-0.12050826609118412,0.12050826609118412,17,False,-0.12050826609118412,0.46165939292301333,-1.0077821507213836,0.8710420933561993,0.125,0.25,0.625,0.625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,48,ACK Flag Cnt,0.0,-0.6407217979431152,-0.09454938492352179,0.09454938492352179,20,False,-0.09454938492352181,0.3807959383384389,-1.6596801678229467,0.5800832634426129,0.09375,0.125,0.78125,0.78125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,49,URG Flag Cnt,0.0,-0.16248618066310883,0.0,0.0,78,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,50,CWE Flag Count,0.0,-0.02324415184557438,0.0,0.0,77,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,51,ECE Flag Cnt,0.0,-0.5218309164047241,0.01927445456914364,0.01927445456914364,40,False,0.019274454569143645,0.25951452028915833,-0.8222280289792808,0.5892909541021755,0.1875,0.1875,0.625,0.625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,52,Down/Up Ratio,0.0,-0.5546588897705078,0.13296106715717987,0.13296106715717987,16,False,0.1329610671571799,0.2964681297104521,-0.08686892503196046,1.1630474305516956,0.28125,0.0625,0.65625,0.65625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,53,Pkt Size Avg,181.9333333,0.8466566801071167,0.13997873438822953,0.13997873438822953,15,False,0.1399787343882295,0.24773502927182434,-0.15910346047178867,0.905032998506808,0.75,0.25,0.0,0.75
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,54,Fwd Seg Size Avg,143.5,0.9192044734954834,0.27325132658062745,0.27325132658062745,5,True,0.27325132658062745,0.31488958941927836,-0.2510045998230943,0.9904575907519816,0.875,0.125,0.0,0.875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,55,Bwd Seg Size Avg,225.8571429,0.8250563740730286,-0.05392596064800319,0.05392596064800319,31,False,-0.05392596064800318,0.38461646569308483,-0.9819453185748472,0.2975168452514873,0.65625,0.28125,0.0625,0.65625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,56,Fwd Byts/b Avg,0.0,0.0,0.0,0.0,71,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,57,Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,72,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,58,Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,73,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,59,Bwd Byts/b Avg,0.0,0.0,0.0,0.0,74,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,60,Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,75,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,61,Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,76,False,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,62,Subflow Fwd Pkts,8.0,-0.03197607770562172,-5.489669721280861e-05,5.489669721280861e-05,64,False,-5.48966972128086e-05,0.00018356836371465367,-0.0004383533031882623,0.0002798865464316437,0.4375,0.53125,0.03125,0.53125
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,63,Subflow Fwd Byts,1148.0,-0.027322618290781975,0.001061292868308008,0.001061292868308008,57,False,0.0010612928683080079,0.0011511107315599755,-0.0008063918136392537,0.00407459743268501,0.90625,0.0625,0.03125,0.90625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,64,Subflow Bwd Pkts,7.0,0.02562977559864521,0.006623970561414043,0.006623970561414043,51,False,0.006623970561414043,0.013598935283005252,-0.0182386769117286,0.03310909133375195,0.65625,0.21875,0.125,0.65625
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,65,Subflow Bwd Byts,1581.0,-0.008569587953388691,0.001707136897472741,0.001707136897472741,56,False,0.0017071368974727412,0.016870219119453914,-0.01402471182265069,0.059028567756992806,0.21875,0.71875,0.0625,0.71875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,66,Init Fwd Win Byts,8192.0,-0.3464187979698181,0.33711512296172685,0.33711512296172685,4,True,0.33711512296172685,0.9617483246003835,-0.5238822456323309,3.3973394811132964,0.21875,0.28125,0.5,0.5
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,67,Init Bwd Win Byts,62852.0,2.986013889312744,1.9976930327670894,1.9976930327670894,1,True,1.9976930327670896,1.6874572362492488,-0.005119239964095079,5.5510220503444305,0.84375,0.125,0.03125,0.84375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,68,Fwd Act Data Pkts,5.0,-0.031886324286460876,-9.606667044762221e-05,9.606667044762221e-05,62,False,-9.606667044762221e-05,0.000394188564485091,-0.0009602505616554445,0.0004719964624027282,0.4375,0.46875,0.09375,0.46875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,69,Fwd Seg Size Min,20.0,-0.221856951713562,-0.21044778142081108,0.21044778142081108,8,True,-0.21044778142081108,0.5883042873335077,-1.8128736943550818,0.7439029774589008,0.0625,0.21875,0.71875,0.71875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,70,Active Mean,0.0,-0.09103736281394958,0.005411163977183808,0.005411163977183808,53,False,0.005411163977183807,0.019269273033914153,-0.0,0.09038472036887377,0.125,0.0,0.875,0.875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,71,Active Std,0.0,-0.06719702482223511,-0.01854127839841698,0.01854127839841698,42,False,-0.01854127839841698,0.0660930053961254,-0.32370595112364575,0.0,0.0,0.125,0.875,0.875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,72,Active Max,0.0,-0.09757475554943085,-0.015015866017848403,0.015015866017848403,43,False,-0.015015866017848403,0.06081373129139595,-0.32217947206896963,0.005656806735194592,0.03125,0.09375,0.875,0.875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,73,Active Min,0.0,-0.07560674101114273,0.00021247866302960897,0.00021247866302960897,60,False,0.00021247866302960897,0.0008095186489493143,0.0,0.00449380519793707,0.125,0.0,0.875,0.875
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,74,Idle Mean,0.0,-0.29483991861343384,-0.020420348760238266,0.020420348760238266,38,False,-0.020420348760238266,0.21280048415722336,-1.1654962361675565,0.19344116082065482,0.125,0.125,0.75,0.75
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,75,Idle Std,0.0,-0.13760210573673248,-0.0006088341247632086,0.0006088341247632086,59,False,-0.0006088341247632086,0.003038280659108139,-0.016207620958682317,0.004102471344691537,0.0625,0.09375,0.84375,0.84375
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,76,Idle Max,0.0,-0.3058960735797882,0.010993031488641372,0.010993031488641372,47,False,0.01099303148864137,0.04781889394792019,-0.14572944117231804,0.17848038669129537,0.21875,0.03125,0.75,0.75
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,77,Idle Min,0.0,-0.27937188744544983,-0.0502702030879709,0.0502702030879709,33,False,-0.0502702030879709,0.22294544652999052,-1.2135009470044142,0.028130981851482717,0.09375,0.15625,0.75,0.75
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,0,Dst Port,445.0,-0.5330619215965271,0.45370430638877735,0.45370430638877735,10,True,0.45370430638877735,0.9807293115024242,-0.029277999059519628,5.1670136552422665,0.5625,0.3125,0.125,0.5625
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,1,Protocol,6.0,-0.4150773882865906,-0.11381125174131969,0.11381125174131969,28,False,-0.11381125174131967,0.2666973065076525,-0.8172747534912256,-0.0,0.0,0.15625,0.84375,0.84375
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,2,Flow Duration,129842.0,-0.3728492259979248,0.35596682490738146,0.35596682490738146,11,False,0.3559668249073814,1.1274775586782397,-0.18099068632179566,6.244350129140189,0.53125,0.46875,0.0,0.53125
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,3,Tot Fwd Pkts,3.0,-0.033231548964977264,0.0002616930490408311,0.0002616930490408311,61,False,0.00026169304904083104,0.0005566641183625951,-0.00010905839870075122,0.00295368078463664,0.625,0.21875,0.15625,0.625
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,4,Tot Bwd Pkts,1.0,-0.04426509141921997,0.02690347047127444,0.02690347047127444,42,False,0.026903470471274435,0.04977469492721932,-0.00711362045253805,0.17396363675786222,0.65625,0.28125,0.0625,0.65625
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,5,TotLen Fwd Pkts,0.0,-0.036053989082574844,0.0005421475216931993,0.0005421475216931993,58,False,0.000542147521693199,0.0014746298097630017,-0.0014875902702630494,0.0053563930429144525,0.46875,0.34375,0.1875,0.46875
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,6,TotLen Bwd Pkts,0.0,-0.021563339978456497,-0.004563924938253251,0.004563924938253251,53,False,-0.004563924938253251,0.007794894022030204,-0.02905234343443671,0.0001679837727160588,0.15625,0.59375,0.25,0.59375
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,0.5828617760927335,0.5828617760927335,6,True,0.5828617760927334,1.330074785108733,-2.212965127813243,3.36030966243277,0.5625,0.25,0.1875,0.5625
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,8,Fwd Pkt Len Min,0.0,-0.2446633279323578,-0.02542674458416916,0.02542674458416916,43,False,-0.02542674458416916,0.06868514354861793,-0.24236697796192172,-0.0,0.0,0.125,0.875,0.875
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,9,Fwd Pkt Len Mean,0.0,-0.7370033860206604,0.2609398127678597,0.2609398127678597,14,False,0.2609398127678597,0.49305218095607484,-0.4012461947645777,1.5324886406391913,0.5625,0.25,0.1875,0.5625
