case_id,model,model_display,selected_outcome,holdout_position,original_row_index,y_true,attack_category,selected_model_threshold,selected_model_prediction,input_probability,input_logit,archived_probability_difference,baseline_id,reference_count,mean_baseline_probability,mean_baseline_logit,target_logit_difference,integration_steps,attribution_sum,signed_completeness_error,absolute_completeness_error,normalized_completeness_error,completeness_pass,attribution_l1_norm,attribution_l2_norm,positive_attribution_sum,negative_attribution_sum,top10_absolute_concentration,mean_reference_cosine,minimum_reference_cosine,mean_reference_top10_jaccard,minimum_reference_top10_jaccard,mean_reference_top10_sign_agreement,mean_reference_completeness_error,maximum_reference_completeness_error,reference_reliability_class,recommended_reporting_role,has_negative_reference_cosine,reference_cosine_range_warning
CNN_TN_02,cnn,CNN,TN,14311,234281,0,Benign,0.5,0,0.1447990536689758,-1.7759895324707031,2.775557561562892e-17,benign_reference_32,32,0.0606205523643268,-5.219524258747697,3.4435347262769938,128,3.442221251814842,-0.0013134744621519,0.0013134744621519,0.0003814320361368,True,9.90915481858196,2.182852990349838,6.675688035198401,-3.23346678338356,0.595644102629089,0.4156785998535882,-0.0957640032257836,0.3170025306006343,0.0526315789473684,0.615625,0.0247932351325292,0.0867758536193452,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
CNN_TN_04,cnn,CNN,TN,1071,233184,0,Benign,0.5,0,0.0936013683676719,-2.2704341411590576,6.938893903907227e-17,benign_reference_32,32,0.0606205523643268,-5.219524258747697,2.9490901175886397,128,2.94890410789271,-0.0001860096959291,0.0001860096959291,6.307358829756051e-05,True,7.832899042513898,2.42215724219188,5.390901575203303,-2.441997467310594,0.6697339484127196,0.5438015912804378,0.0123011437238967,0.2564081005209101,0.0526315789473684,0.5125,0.0167790764342001,0.0757124761932646,Reference-sensitive,Supplementary diagnostic only,False,No negatively oriented reference attribution was observed
CNN_TN_05,cnn,CNN,TN,34205,176021,0,Benign,0.5,0,0.050138734281063,-2.941522121429444,3.7252903081763655e-08,benign_reference_32,32,0.0606205523643268,-5.219524258747697,2.278002137318253,128,2.2679138290401246,-0.0100883082781288,0.0100883082781288,0.0044285771785996,True,11.009201580788917,2.317394784458299,6.63855770491452,-4.370643875874396,0.5846648890348759,0.4596900787887503,0.0016222212274845,0.3531052898554833,0.0,0.60625,0.0230816180127472,0.0942971685462392,Reference-sensitive,Supplementary diagnostic only,False,No negatively oriented reference attribution was observed
CNN_TN_08,cnn,CNN,TN,46572,2010,0,Benign,0.5,0,4.605468802765245e-06,-12.28826141357422,2.2282620193436745e-11,benign_reference_32,32,0.0606205523643268,-5.219524258747697,-7.068737154826522,128,-7.0698588903574855,-0.0011217355309636,0.0011217355309636,0.0001586896649846,True,11.424408615772489,2.3524697583576097,2.1772748627075003,-9.247133753064988,0.5308503802291528,0.4742883491081621,0.1223478978332674,0.2819779522807774,0.0,0.6468750000000001,0.0220612783222202,0.0979506517628099,Reference-sensitive,Supplementary diagnostic only,False,No negatively oriented reference attribution was observed
CNN_TP_01,cnn,CNN,TP,37481,34913,1,Infilteration,0.5,1,0.5117626786231995,0.0470594689249992,1.788139343261719e-07,benign_reference_32,32,0.0606205523643268,-5.219524258747697,5.266583727672696,128,5.26008444147754,-0.0064992861951562,0.0064992861951562,0.0012340611165083,True,15.664934180205211,3.587828900116586,10.462509310841376,-5.202424869363837,0.634335248621047,0.4901111517993229,0.1110731911422219,0.3399989887992983,0.0526315789473684,0.609375,0.036214867010914,0.1179642297477947,Reference-sensitive,Supplementary diagnostic only,False,No negatively oriented reference attribution was observed
MLP_FN_01,mlp,MLP,FN,20443,75923,1,Infilteration,0.5,0,0.488500565290451,-0.046005755662918,5.551115123125783e-17,benign_reference_32,32,0.0607254018256497,-5.404723562300205,5.358717806637287,128,5.358766637492312,4.8830855024384334e-05,4.8830855024384334e-05,9.112413974085858e-06,True,12.74705467441416,3.30364089166927,9.052910655953236,-3.694144018460922,0.7083118840964038,0.5057189211374682,0.1680331399524615,0.2961276742478368,0.0526315789473684,0.646875,0.0100212202240752,0.0501983326105452,Reference-sensitive,Supplementary diagnostic only,False,No negatively oriented reference attribution was observed
MLP_FN_03,mlp,MLP,FN,26960,19611,1,Infilteration,0.5,0,0.1584366708993911,-1.6699063777923584,1.4901161138336505e-08,benign_reference_32,32,0.0607254018256497,-5.404723562300205,3.734817184507847,128,3.7346195648302207,-0.0001976196776261,0.0001976196776261,5.2912811488026106e-05,True,9.49728189810904,2.107905139069186,6.61595073146963,-2.8813311666394106,0.5727329246856929,0.4604346989532063,-0.0170400917825282,0.2732020060048311,0.0526315789473684,0.63125,0.0046045249624779,0.0166214687572239,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_FN_04,mlp,MLP,FN,32323,145644,1,Infilteration,0.5,0,0.1478724032640457,-1.7513865232467651,2.9802322415450895e-08,benign_reference_32,32,0.0607254018256497,-5.404723562300205,3.65333703905344,128,3.6537855105897137,0.0004484715362735,0.0004484715362735,0.0001227566828572,True,9.234830958679408,2.0898748969825705,6.444308234634561,-2.790522724044848,0.5794838066624841,0.444978579113799,-0.2613275447951216,0.2651212897439677,0.0526315789473684,0.59375,0.0046703247750903,0.0432077442278,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_FN_05,mlp,MLP,FN,14694,34990,1,Infilteration,0.5,0,0.1400254219770431,-1.8150787353515625,5.551115123125783e-17,benign_reference_32,32,0.0607254018256497,-5.404723562300205,3.5896448269486427,128,3.592462513785986,0.0028176868373432,0.0028176868373432,0.0007849486434395,True,6.919401604610447,1.6121002175069283,5.255932059198216,-1.6634695454122297,0.6418593271809588,0.4591082232806522,-0.1033718250378487,0.3204215348420069,0.0526315789473684,0.65625,0.0047312653193176,0.0505747234253157,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_FN_06,mlp,MLP,FN,31303,237610,1,Infilteration,0.5,0,0.1316372901201248,-1.8865591287612915,1.4901161193847656e-08,benign_reference_32,32,0.0607254018256497,-5.404723562300205,3.5181644335389137,128,3.5157251103386624,-0.0024393232002513,0.0024393232002513,0.0006933511057632,True,6.512014408429612,2.0742998014056653,5.0138697593841375,-1.4981446490454744,0.6823815256548076,0.5046590554792166,-0.4106346955220807,0.1882038240397373,0.0,0.459375,0.0059331612214903,0.0319696941941431,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_FN_07,mlp,MLP,FN,6668,76449,1,Infilteration,0.5,0,0.1073977947235107,-2.1176013946533203,4.163336342344337e-17,benign_reference_32,32,0.0607254018256497,-5.404723562300205,3.287122167646885,128,3.28650383856527,-0.000618329081615,0.000618329081615,0.000188106510826,True,7.407332546253458,1.7321033085957485,5.3469181924093645,-2.0604143538440938,0.6356151265488589,0.4201617320648022,-0.249063949187308,0.3046135205094183,0.0,0.60625,0.0072801105127999,0.0432533579836044,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_FP_02,mlp,MLP,FP,28221,105418,0,Benign,0.5,1,0.5997090339660645,0.4042530059814453,0.0,benign_reference_32,32,0.0607254018256497,-5.404723562300205,5.8089765682816505,128,5.810618712394024,0.001642144112373,0.001642144112373,0.0002826907791881,True,14.241715436117069,3.660913735171897,10.026167074255548,-4.215548361861522,0.7247864410979697,0.4404600107803378,-0.0300122468270858,0.3667645026971652,0.0526315789473684,0.559375,0.0118288164622421,0.0803896549287426,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_TN_02,mlp,MLP,TN,51254,7040,0,Benign,0.5,0,0.1503716856241226,-1.7316887378692627,2.9802322387695312e-08,benign_reference_32,32,0.0607254018256497,-5.404723562300205,3.673034824430943,128,3.673821385134497,0.0007865607035544,0.0007865607035544,0.0002141446354721,True,9.98205974774248,2.207839777660171,6.827940566438487,-3.154119181303991,0.5670398667358473,0.4497509507475979,-0.0329984122416779,0.2762420757776795,0.0526315789473684,0.615625,0.0048550784748634,0.0225768307725129,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_TN_03,mlp,MLP,TN,12825,292510,0,Benign,0.5,0,0.135015532374382,-1.8573217391967771,4.4703483609298544e-08,benign_reference_32,32,0.0607254018256497,-5.404723562300205,3.547401823103428,128,3.5466928494769445,-0.0007089736264833,0.0007089736264833,0.0001998571523152,True,7.826442887707684,1.876179949634831,5.686567868592314,-2.13987501911537,0.5916850724275436,0.3608937747026898,-0.5401477396154732,0.2463979518933079,0.0526315789473684,0.55625,0.004798891034445,0.0178677885996396,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_TN_04,mlp,MLP,TN,3126,231855,0,Benign,0.5,0,0.1052085533738136,-2.140645980834961,2.775557561562892e-17,benign_reference_32,32,0.0607254018256497,-5.404723562300205,3.2640775814652443,128,3.26178852968942,-0.0022890517758242,0.0022890517758242,0.0007012859586495,True,7.442209396535043,1.7397745312287,5.351998963112232,-2.0902104334228118,0.6320048124851226,0.413676586414888,-0.2916873625021646,0.2975777017959681,0.0,0.590625,0.006315876355697,0.0361327080806543,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_TN_05,mlp,MLP,TN,12608,250703,0,Benign,0.5,0,0.0552190989255905,-2.839644193649292,1.1175870881507954e-08,benign_reference_32,32,0.0607254018256497,-5.404723562300205,2.565079368650913,128,2.567048856664366,0.0019694880134526,0.0019694880134526,0.0007678078259576,True,9.833652204681531,2.098718267014573,6.2003505306729485,-3.633301674008583,0.5287171995340367,0.4633121464628102,-0.0163241751474644,0.2547998366013072,0.0,0.571875,0.0056297289954198,0.0199176732542725,Reference-sensitive,Supplementary diagnostic only,True,At least one benign reference produced an oppositely oriented attribution vector
MLP_TN_06,mlp,MLP,TN,44103,43329,0,Benign,0.5,0,0.0008044905844144,-7.1244964599609375,5.236696493104986e-17,benign_reference_32,32,0.0607254018256497,-5.404723562300205,-1.7197728976607325,128,-1.7206125288672456,-0.0008396312065133,0.0008396312065133,0.000488222141223,True,11.025039026762188,2.505140280814906,4.652213248947471,-6.372825777814716,0.6094471370276354,0.3776610840861484,0.0190137272230933,0.2144369218672624,0.0,0.44375,0.0062197526399363,0.0235988591823161,Reference-sensitive,Supplementary diagnostic only,False,No negatively oriented reference attribution was observed
MLP_TN_07,mlp,MLP,TN,56715,155182,0,Benign,0.5,0,7.845259460736997e-06,-11.755593299865724,8.185452315956354e-12,benign_reference_32,32,0.0607254018256497,-5.404723562300205,-6.350869737565517,128,-6.350738994369371,0.0001307431961468,0.0001307431961468,2.058666002444692e-05,True,11.645840989021538,3.131762743791678,2.647550997326084,-8.998289991695454,0.6494735566032106,0.5242669018401763,0.1323275555503968,0.2931016325221046,0.0526315789473684,0.553125,0.0110786064614569,0.0605689694637092,Reference-sensitive,Supplementary diagnostic only,False,No negatively oriented reference attribution was observed
MLP_TP_04,mlp,MLP,TP,51750,113967,1,Bot,0.5,1,0.9999901056289672,11.525142669677734,1.1102230246251563e-16,benign_reference_32,32,0.0607254018256497,-5.404723562300205,16.92986623197794,128,16.92730174595948,-0.0025644860184605,0.0025644860184605,0.0001514770396482,True,29.30114182497514,6.337576649128978,23.114221785467304,-6.186920039507829,0.5985955309856469,0.4986210110531098,0.2183500051366486,0.3677481493609589,0.0526315789473684,0.55,0.0218536000219641,0.059396494622355,Reference-sensitive,Supplementary diagnostic only,False,No negatively oriented reference attribution was observed
