case_id,model,model_display,selected_outcome,holdout_position,original_row_index,y_true,attack_category,selected_model_threshold,selected_model_prediction,input_probability,input_logit,archived_probability_difference,baseline_id,reference_count,mean_baseline_probability,mean_baseline_logit,target_logit_difference,integration_steps,attribution_sum,signed_completeness_error,absolute_completeness_error,normalized_completeness_error,completeness_pass,attribution_l1_norm,attribution_l2_norm,positive_attribution_sum,negative_attribution_sum,top10_absolute_concentration,mean_reference_cosine,minimum_reference_cosine,mean_reference_top10_jaccard,minimum_reference_top10_jaccard,mean_reference_top10_sign_agreement,mean_reference_completeness_error,maximum_reference_completeness_error
MLP_TN_07,mlp,MLP,TN,56715,155182,0,Benign,0.5,0,7.845259460736997e-06,-11.755593299865723,8.185452315956354e-12,benign_reference_32,32,0.06072540182564978,-5.404723562300205,-6.350869737565517,128,-6.350738994369371,0.00013074319614680974,0.00013074319614680974,2.058666002444692e-05,True,11.645840989021538,3.131762743791678,2.6475509973260842,-8.998289991695454,0.6494735566032106,0.5242669018401763,0.13232755555039688,0.29310163252210464,0.05263157894736842,0.553125,0.01107860646145698,0.060568969463709266
MLP_TN_08,mlp,MLP,TN,31251,106205,0,Benign,0.5,0,2.6490785121069393e-09,-19.749053955078125,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,-14.34433039277792,128,-14.341223108024215,0.0031072847537050308,0.0031072847537050308,0.00021662110873223373,True,37.555168702189455,11.333368706727398,11.60697279708262,-25.948195905106836,0.7538631003637682,0.900968480068032,0.5823188672906826,0.558927438982586,0.17647058823529413,0.85,0.012110259323420386,0.057019015385517235
MLP_TP_01,mlp,MLP,TP,10547,257756,1,Infilteration,0.5,1,0.500924289226532,0.003697127103805542,5.960464477539063e-08,benign_reference_32,32,0.06072540182564978,-5.404723562300205,5.408420689404011,128,5.411506379997892,0.0030856905938811963,0.0030856905938811963,0.000570534500011542,True,15.044168308805459,3.485783380465078,10.227837344401676,-4.816330964403785,0.6226217668438685,0.6067866340814544,0.2956341780987489,0.3474743431448153,0.05263157894736842,0.7406250000000001,0.007546489680544423,0.025212090595767123
MLP_TP_02,mlp,MLP,TP,48488,164174,1,Bot,0.5,1,0.9993830919265747,7.390208721160889,1.1102230246251565e-16,benign_reference_32,32,0.06072540182564978,-5.404723562300205,12.794932283461094,128,12.788677633195316,-0.006254650265777428,0.006254650265777428,0.0004888380905198127,True,34.377557404486225,7.332177583134388,23.58311751884077,-10.794439885645456,0.568402464251867,0.5795284862654891,0.0857006668835493,0.4037067888896449,0.05263157894736842,0.765625,0.022511554328377037,0.09360370808623131
MLP_TP_03,mlp,MLP,TP,6980,196556,1,DDOS attack-HOIC,0.5,1,0.9999257326126099,9.508183479309082,1.1102230246251565e-16,benign_reference_32,32,0.06072540182564978,-5.404723562300205,14.912907041609287,128,14.912515318076244,-0.00039172353304373075,0.00039172353304373075,2.626741600083487e-05,True,35.800954354274936,8.268822462569567,25.3567348361756,-10.444219518099352,0.6426811928639928,0.5468894465256753,0.07239772838194111,0.36633421080983003,0.0,0.66875,0.02209610081098423,0.07527406589563412
MLP_TP_04,mlp,MLP,TP,51750,113967,1,Bot,0.5,1,0.9999901056289673,11.525142669677734,1.1102230246251565e-16,benign_reference_32,32,0.06072540182564978,-5.404723562300205,16.92986623197794,128,16.92730174595948,-0.002564486018460599,0.002564486018460599,0.00015147703964823274,True,29.30114182497514,6.337576649128978,23.114221785467304,-6.186920039507829,0.5985955309856469,0.49862101105310985,0.21835000513664862,0.3677481493609589,0.05263157894736842,0.55,0.02185360002196418,0.05939649462235508
MLP_TP_05,mlp,MLP,TP,45967,44631,1,DoS attacks-SlowHTTPTest,0.5,1,0.9999995231628418,14.628786087036133,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,20.033509649336338,128,20.03336781337283,-0.00014183596350747507,0.00014183596350747507,7.07993586696247e-06,True,74.41991368528642,18.76853822550927,47.22664074932963,-27.193272935956802,0.66155156758532,0.8070269548600325,0.48345699156432587,0.48400634292178407,0.17647058823529413,0.8062499999999999,0.019791156100014473,0.08136748484456646
MLP_TP_06,mlp,MLP,TP,3207,105915,1,DoS attacks-SlowHTTPTest,0.5,1,1.0,19.06568145751953,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,24.470405019819736,128,24.465938884148883,-0.0044661356708530775,0.0044661356708530775,0.0001825117184303138,True,89.20592020789195,23.011066245357284,56.83592954602041,-32.36999066187153,0.6829806227165497,0.829112194360876,0.5439945630123841,0.5188641015846898,0.17647058823529413,0.8312499999999999,0.026110794706225016,0.07786837053892981
MLP_TP_07,mlp,MLP,TP,32090,132657,1,FTP-BruteForce,0.5,1,1.0,19.06568145751953,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,24.470405019819736,128,24.465938884148883,-0.0044661356708530775,0.0044661356708530775,0.0001825117184303138,True,89.20592020789195,23.011066245357284,56.83592954602041,-32.36999066187153,0.6829806227165497,0.829112194360876,0.5439945630123841,0.5188641015846898,0.17647058823529413,0.8312499999999999,0.026110794706225016,0.07786837053892981
MLP_TP_08,mlp,MLP,TP,60182,135407,1,DoS attacks-GoldenEye,0.5,1,1.0,17.65328025817871,0.0,benign_reference_32,32,0.06072540182564978,-5.404723562300205,23.058003820478916,128,23.06132529421926,0.0033214737403426398,0.0033214737403426398,0.00014404862477265616,True,60.2098855360958,16.893496329552,41.63560541515752,-18.574280120938273,0.6953636358785764,0.7155809700605269,0.27023189757492655,0.4627293662220132,0.17647058823529413,0.6937500000000001,0.02451662836059121,0.08466160763377673
