model,model_display,case_id,holdout_position,original_row_index,y_true,attack_category,baseline_id,baseline_display,integration_steps,feature_index,feature_name,raw_feature_value,scaled_feature_value,attribution,absolute_attribution,absolute_rank
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,57,Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,72
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,58,Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,73
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,59,Bwd Byts/b Avg,0.0,0.0,0.0,0.0,74
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,60,Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,75
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,61,Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,76
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,62,Subflow Fwd Pkts,1.0,-0.033733732998371124,-9.363181962989228e-05,9.363181962989228e-05,66
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,63,Subflow Fwd Byts,0.0,-0.036053989082574844,0.0016359922540268887,0.0016359922540268887,57
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,64,Subflow Bwd Pkts,1.0,-0.04426509141921997,-0.017734339133917375,0.017734339133917375,50
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,65,Subflow Bwd Byts,0.0,-0.02156716026365757,-0.0026409199088548592,0.0026409199088548592,55
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,66,Init Fwd Win Byts,1024.0,-0.6936777234077454,0.9057117509232258,0.9057117509232258,6
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,67,Init Bwd Win Byts,0.0,-0.40952974557876587,0.23154997807712696,0.23154997807712696,22
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,68,Fwd Act Data Pkts,0.0,-0.03314182162284851,0.0002712172389903125,0.0002712172389903125,63
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,69,Fwd Seg Size Min,20.0,-0.221856951713562,-0.4031944887646928,0.4031944887646928,15
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,70,Active Mean,0.0,-0.09103736281394958,0.00025324629850397387,0.00025324629850397387,64
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,71,Active Std,0.0,-0.06719702482223511,0.004154992753544138,0.004154992753544138,53
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,72,Active Max,0.0,-0.09757475554943085,-0.003358722282405484,0.003358722282405484,54
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,73,Active Min,0.0,-0.07560674101114273,-0.00023846954907658685,0.00023846954907658685,65
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,74,Idle Mean,0.0,-0.29483991861343384,-0.3390791474515786,0.3390791474515786,17
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,75,Idle Std,0.0,-0.13760210573673248,-0.0014844324317854535,0.0014844324317854535,59
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,76,Idle Max,0.0,-0.3058960735797882,-0.08326290410145937,0.08326290410145937,34
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,benign_reference_32,Mean IG over 32 benign training references,128,77,Idle Min,0.0,-0.27937188744544983,-0.07999979337183868,0.07999979337183868,35
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,0,Dst Port,9699.0,-0.07298717647790909,0.48869315783800715,0.48869315783800715,27
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,1,Protocol,6.0,-0.4150773882865906,-0.1068380247402728,0.1068380247402728,45
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,2,Flow Duration,19.0,-0.37714558839797974,0.504449761982288,0.504449761982288,24
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,3,Tot Fwd Pkts,2.0,-0.033482640981674194,-0.02769664590666226,0.02769664590666226,58
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,4,Tot Bwd Pkts,0.0,-0.05591423809528351,0.026436184744820127,0.026436184744820127,59
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,5,TotLen Fwd Pkts,0.0,-0.036053989082574844,-0.03921534611789972,0.03921534611789972,54
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,6,TotLen Bwd Pkts,0.0,-0.021563339978456497,-0.05289630369391744,0.05289630369391744,53
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,1.4468520532554414,1.4468520532554414,8
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,8,Fwd Pkt Len Min,0.0,-0.2446633279323578,-0.28825184989120267,0.28825184989120267,36
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,9,Fwd Pkt Len Mean,0.0,-0.7370033860206604,-0.10756745936802668,0.10756745936802668,44
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,-1.3147896292085461,1.3147896292085461,9
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,11,Bwd Pkt Len Max,0.0,-0.684525191783905,1.4925031950293417,1.4925031950293417,7
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,12,Bwd Pkt Len Min,0.0,-0.3786987066268921,-0.3513660837061984,0.3513660837061984,33
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,13,Bwd Pkt Len Mean,0.0,-0.6581581234931946,-0.35948755337451604,0.35948755337451604,32
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,14,Bwd Pkt Len Std,0.0,-0.6783645153045654,-0.9122100576346699,0.9122100576346699,13
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,15,Flow Byts/s,0.0,-0.06769761443138123,-0.030191604260545617,0.030191604260545617,56
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,16,Flow Pkts/s,105263.1579,-0.11383850127458572,0.28271353608400196,0.28271353608400196,37
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,17,Flow IAT Mean,19.0,-0.2308841496706009,0.15438662251630816,0.15438662251630816,41
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,18,Flow IAT Std,0.0,-0.24242855608463287,-0.07285108658984901,0.07285108658984901,51
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,19,Flow IAT Max,19.0,-0.34468770027160645,-0.23510159361337968,0.23510159361337968,39
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,20,Flow IAT Min,19.0,-0.1787588894367218,0.5016056621287351,0.5016056621287351,25
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,21,Fwd IAT Tot,19.0,-0.36729758977890015,-0.8859046570974873,0.8859046570974873,15
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,22,Fwd IAT Mean,19.0,-0.24259735643863678,-0.5793878842475289,0.5793878842475289,20
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,23,Fwd IAT Std,0.0,-0.3030920922756195,0.34129785739355917,0.34129785739355917,35
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,24,Fwd IAT Max,19.0,-0.3346860706806183,0.6601683543406943,0.6601683543406943,16
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,25,Fwd IAT Min,19.0,-0.19227124750614166,0.0125608530754792,0.0125608530754792,63
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,26,Bwd IAT Tot,0.0,-0.2732647657394409,0.12312024860213575,0.12312024860213575,43
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,27,Bwd IAT Mean,0.0,-0.1603161096572876,-0.6422922270246704,0.6422922270246704,17
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,28,Bwd IAT Std,0.0,-0.23024432361125946,-0.6269250759552288,0.6269250759552288,19
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,29,Bwd IAT Max,0.0,-0.2293379306793213,0.24545552635782888,0.24545552635782888,38
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,30,Bwd IAT Min,0.0,-0.09595174342393875,0.1255332762560443,0.1255332762560443,42
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,31,Fwd PSH Flags,0.0,-0.1852944940328598,-0.1676012570860023,0.1676012570860023,40
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,32,Bwd PSH Flags,0.0,0.0,0.0,0.0,71
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,33,Fwd URG Flags,0.0,-0.02324415184557438,0.0003690225782461661,0.0003690225782461661,70
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,34,Bwd URG Flags,0.0,0.0,0.0,0.0,72
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,35,Fwd Header Len,40.0,-0.03493262454867363,-0.01857216494153938,0.01857216494153938,62
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,36,Bwd Header Len,0.0,-0.061066582798957825,0.09241121022048494,0.09241121022048494,47
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,37,Fwd Pkts/s,105263.1579,0.0849272683262825,-0.5471224473097821,0.5471224473097821,23
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,38,Bwd Pkts/s,0.0,-0.350984126329422,-0.3468356374921346,0.3468356374921346,34
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,39,Pkt Len Min,0.0,-0.24511286616325378,-0.49556544956289483,0.49556544956289483,26
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,40,Pkt Len Max,0.0,-0.7656013369560242,1.7343187718012523,1.7343187718012523,5
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,41,Pkt Len Mean,0.0,-0.7634954452514648,2.0002257264555863,2.0002257264555863,2
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,42,Pkt Len Std,0.0,-0.7985594868659973,1.7182182343000125,1.7182182343000125,6
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,43,Pkt Len Var,0.0,-0.16378726065158844,-0.38768172106183224,0.38768172106183224,31
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,44,FIN Flag Cnt,0.0,-0.05233189836144447,0.011656224322587817,0.011656224322587817,64
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,45,SYN Flag Cnt,0.0,-0.1852944940328598,-0.03821991103829101,0.03821991103829101,55
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,46,RST Flag Cnt,0.0,-0.5218309164047241,-1.8031419418823582,1.8031419418823582,3
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,47,PSH Flag Cnt,0.0,-1.0575153827667236,1.76332874951573,1.76332874951573,4
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,48,ACK Flag Cnt,1.0,1.5607398748397827,-0.6353337030600588,0.6353337030600588,18
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,49,URG Flag Cnt,0.0,-0.16248618066310883,-0.07774589112590823,0.07774589112590823,50
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,50,CWE Flag Count,0.0,-0.02324415184557438,-0.004156751954376128,0.004156751954376128,68
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,51,ECE Flag Cnt,0.0,-0.5218309164047241,-1.0299633234745345,1.0299633234745345,12
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,52,Down/Up Ratio,0.0,-0.5546588897705078,0.47662680424331827,0.47662680424331827,28
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,53,Pkt Size Avg,0.0,-0.8142153024673462,0.9079133246949844,0.9079133246949844,14
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,54,Fwd Seg Size Avg,0.0,-0.7370033860206604,-1.2659475954469364,1.2659475954469364,10
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,55,Bwd Seg Size Avg,0.0,-0.6581581234931946,-0.5552374256389163,0.5552374256389163,21
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,56,Fwd Byts/b Avg,0.0,0.0,0.0,0.0,73
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,57,Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,74
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,58,Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,77
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,59,Bwd Byts/b Avg,0.0,0.0,0.0,0.0,78
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,60,Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,75
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,61,Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,76
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,62,Subflow Fwd Pkts,2.0,-0.033482640981674194,0.007208626250350122,0.007208626250350122,66
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,63,Subflow Fwd Byts,0.0,-0.036053989082574844,0.010521614717108354,0.010521614717108354,65
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,64,Subflow Bwd Pkts,0.0,-0.05591423809528351,-0.08243327017851419,0.08243327017851419,49
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,65,Subflow Bwd Byts,0.0,-0.02156716026365757,-0.026009185795392388,0.026009185795392388,60
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,66,Init Fwd Win Byts,257.0,-0.7308355569839478,-4.322946565099695,4.322946565099695,1
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,67,Init Bwd Win Byts,-1.0,-0.4095837473869324,-0.4696733856390712,0.4696733856390712,29
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,68,Fwd Act Data Pkts,0.0,-0.03314182162284851,0.024410592543680706,0.024410592543680706,61
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,69,Fwd Seg Size Min,20.0,-0.221856951713562,-1.2392833322003052,1.2392833322003052,11
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,70,Active Mean,0.0,-0.09103736281394958,0.08397169300946981,0.08397169300946981,48
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,71,Active Std,0.0,-0.06719702482223511,-0.0029862085577836914,0.0029862085577836914,69
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,72,Active Max,0.0,-0.09757475554943085,-0.004343314429692284,0.004343314429692284,67
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,73,Active Min,0.0,-0.07560674101114273,0.028233407345844765,0.028233407345844765,57
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,74,Idle Mean,0.0,-0.29483991861343384,-0.5527425519753449,0.5527425519753449,22
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,75,Idle Std,0.0,-0.13760210573673248,0.09530486037337166,0.09530486037337166,46
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,76,Idle Max,0.0,-0.3058960735797882,0.39436090432601445,0.39436090432601445,30
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,zero_scaled,Zero standardized vector,128,77,Idle Min,0.0,-0.27937188744544983,-0.06494300618573483,0.06494300618573483,52
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,0,Dst Port,9699.0,-0.07298717647790909,-0.191027231659413,0.191027231659413,8
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,1,Protocol,6.0,-0.4150773882865906,0.0,0.0,78
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,2,Flow Duration,19.0,-0.37714558839797974,0.000909917382298911,0.000909917382298911,22
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,3,Tot Fwd Pkts,2.0,-0.033482640981674194,-1.828475608922956e-05,1.828475608922956e-05,38
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,4,Tot Bwd Pkts,0.0,-0.05591423809528351,-0.0015651335121733144,0.0015651335121733144,20
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,5,TotLen Fwd Pkts,0.0,-0.036053989082574844,-0.0005650472257216783,0.0005650472257216783,25
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,6,TotLen Bwd Pkts,0.0,-0.021563339978456497,-0.00040610002103524,0.00040610002103524,29
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,7,Fwd Pkt Len Max,0.0,-0.6599207520484924,0.08792580521639687,0.08792580521639687,11
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,8,Fwd Pkt Len Min,0.0,-0.2446633279323578,0.0,0.0,75
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,9,Fwd Pkt Len Mean,0.0,-0.7370033860206604,-0.0637310144794483,0.0637310144794483,12
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,10,Fwd Pkt Len Std,0.0,-0.6824519038200378,0.012820773568563926,0.012820773568563926,16
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,11,Bwd Pkt Len Max,0.0,-0.684525191783905,0.25420938579388475,0.25420938579388475,5
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,12,Bwd Pkt Len Min,0.0,-0.3786987066268921,0.0,0.0,76
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,13,Bwd Pkt Len Mean,0.0,-0.6581581234931946,0.3694756613576953,0.3694756613576953,2
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,14,Bwd Pkt Len Std,0.0,-0.6783645153045654,0.0,0.0,77
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,15,Flow Byts/s,0.0,-0.06769761443138123,9.721639571104706e-05,9.721639571104706e-05,34
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,16,Flow Pkts/s,105263.1579,-0.11383850127458572,0.03276675056019495,0.03276675056019495,14
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,17,Flow IAT Mean,19.0,-0.2308841496706009,0.00047577206038864565,0.00047577206038864565,26
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,18,Flow IAT Std,0.0,-0.24242855608463287,0.000589807304104295,0.000589807304104295,24
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,19,Flow IAT Max,19.0,-0.34468770027160645,0.000630393311058422,0.000630393311058422,23
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,20,Flow IAT Min,19.0,-0.1787588894367218,6.565287616680515e-08,6.565287616680515e-08,44
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,21,Fwd IAT Tot,19.0,-0.36729758977890015,-0.00041269041486740026,0.00041269041486740026,28
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,22,Fwd IAT Mean,19.0,-0.24259735643863678,-0.0012562602763141993,0.0012562602763141993,21
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,23,Fwd IAT Std,0.0,-0.3030920922756195,-2.809066168279941e-05,2.809066168279941e-05,37
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,24,Fwd IAT Max,19.0,-0.3346860706806183,0.0016336095745662742,0.0016336095745662742,19
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,25,Fwd IAT Min,19.0,-0.19227124750614166,2.3773401333290756e-07,2.3773401333290756e-07,43
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,26,Bwd IAT Tot,0.0,-0.2732647657394409,-1.2211472517550948e-05,1.2211472517550948e-05,40
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,27,Bwd IAT Mean,0.0,-0.1603161096572876,-3.991264852696262e-05,3.991264852696262e-05,35
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,28,Bwd IAT Std,0.0,-0.23024432361125946,0.0,0.0,73
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,29,Bwd IAT Max,0.0,-0.2293379306793213,-2.83259204050465e-06,2.83259204050465e-06,41
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,30,Bwd IAT Min,0.0,-0.09595174342393875,2.1870997816628157e-08,2.1870997816628157e-08,45
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,31,Fwd PSH Flags,0.0,-0.1852944940328598,0.0,0.0,74
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,32,Bwd PSH Flags,0.0,0.0,0.0,0.0,55
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,33,Fwd URG Flags,0.0,-0.02324415184557438,0.0,0.0,56
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,34,Bwd URG Flags,0.0,0.0,0.0,0.0,65
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,35,Fwd Header Len,40.0,-0.03493262454867363,-9.756162757680771e-05,9.756162757680771e-05,33
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,36,Bwd Header Len,0.0,-0.061066582798957825,-0.0004675007285023065,0.0004675007285023065,27
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,37,Fwd Pkts/s,105263.1579,0.0849272683262825,0.1146796338487685,0.1146796338487685,9
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,38,Bwd Pkts/s,0.0,-0.350984126329422,-1.2650102696474055e-06,1.2650102696474055e-06,42
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,39,Pkt Len Min,0.0,-0.24511286616325378,0.0,0.0,66
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,40,Pkt Len Max,0.0,-0.7656013369560242,0.19849022336907185,0.19849022336907185,7
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,41,Pkt Len Mean,0.0,-0.7634954452514648,0.09579332573150234,0.09579332573150234,10
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,benign_median,Benign training median,128,42,Pkt Len Std,0.0,-0.7985594868659973,0.22824335728785675,0.22824335728785675,6
