snapshot_id,partition,snapshot_start,snapshot_end_exclusive,flow_edges,unique_nodes,unique_directed_host_pairs,parallel_edge_excess,max_parallel_flow_multiplicity,benign_edges,attack_edges,invalid_label_edges,finite_70_feature_edges,validation_flows_with_both_hosts_seen_in_train,validation_flows_with_seen_directed_edge,isolated_nodes
235,train,2018-02-20T04:55:00,2018-02-20T04:56:00,13003,1575,5452,7551,237,13003,0,0,12868,,,0
236,train,2018-02-20T04:56:00,2018-02-20T04:57:00,14545,1549,5258,9287,291,14545,0,0,14444,,,0
237,train,2018-02-20T04:57:00,2018-02-20T04:58:00,14654,1671,5364,9290,231,14654,0,0,14534,,,0
238,train,2018-02-20T04:58:00,2018-02-20T04:59:00,15052,1722,5995,9057,293,15052,0,0,14957,,,0
239,train,2018-02-20T04:59:00,2018-02-20T05:00:00,14848,1640,6654,8194,239,14848,0,0,14727,,,0
240,train,2018-02-20T05:00:00,2018-02-20T05:01:00,9903,1444,4685,5218,121,9903,0,0,9817,,,0
241,train,2018-02-20T05:01:00,2018-02-20T05:02:00,10937,1531,4932,6005,318,10937,0,0,10861,,,0
242,train,2018-02-20T05:02:00,2018-02-20T05:03:00,10517,1489,4538,5979,251,10517,0,0,10433,,,0
243,train,2018-02-20T05:03:00,2018-02-20T05:04:00,9107,1357,4465,4642,119,9107,0,0,9048,,,0
244,train,2018-02-20T05:04:00,2018-02-20T05:05:00,8699,1356,4058,4641,238,8699,0,0,8639,,,0
245,train,2018-02-20T05:05:00,2018-02-20T05:06:00,7509,1228,4043,3466,178,7509,0,0,7453,,,0
246,train,2018-02-20T05:06:00,2018-02-20T05:07:00,7846,1268,3359,4487,283,7846,0,0,7796,,,0
247,train,2018-02-20T05:07:00,2018-02-20T05:08:00,6909,1189,3804,3105,206,6909,0,0,6866,,,0
248,train,2018-02-20T05:08:00,2018-02-20T05:09:00,8240,1190,3718,4522,174,8240,0,0,8219,,,0
249,train,2018-02-20T05:09:00,2018-02-20T05:10:00,8819,1286,3574,5245,408,8819,0,0,8771,,,0
250,train,2018-02-20T05:10:00,2018-02-20T05:11:00,10469,1546,3951,6518,458,10469,0,0,10393,,,0
251,train,2018-02-20T05:11:00,2018-02-20T05:12:00,10867,1368,3564,7303,176,10867,0,0,10828,,,0
252,train,2018-02-20T05:12:00,2018-02-20T05:13:00,10499,1352,4679,5820,364,10499,0,0,10452,,,0
253,train,2018-02-20T05:13:00,2018-02-20T05:14:00,8526,1290,4398,4128,210,8526,0,0,8481,,,0
254,train,2018-02-20T05:14:00,2018-02-20T05:15:00,9397,1363,4136,5261,267,9397,0,0,9319,,,0
255,train,2018-02-20T05:15:00,2018-02-20T05:16:00,8923,1331,3639,5284,296,8923,0,0,8887,,,0
256,train,2018-02-20T05:16:00,2018-02-20T05:17:00,9753,1364,4015,5738,268,9753,0,0,9692,,,0
257,train,2018-02-20T05:17:00,2018-02-20T05:18:00,10690,1423,4632,6058,313,10690,0,0,10612,,,0
258,train,2018-02-20T05:18:00,2018-02-20T05:19:00,11792,1493,5001,6791,368,11792,0,0,11729,,,0
259,train,2018-02-20T05:19:00,2018-02-20T05:20:00,12934,1623,4917,8017,577,12934,0,0,12862,,,0
260,train,2018-02-20T05:20:00,2018-02-20T05:21:00,11092,1643,4678,6414,276,11092,0,0,11015,,,0
261,train,2018-02-20T05:21:00,2018-02-20T05:22:00,8702,1457,4126,4576,247,8702,0,0,8599,,,0
262,train,2018-02-20T05:22:00,2018-02-20T05:23:00,9485,1565,4228,5257,291,9485,0,0,9377,,,0
263,train,2018-02-20T05:23:00,2018-02-20T05:24:00,7272,1339,3622,3650,211,7272,0,0,7206,,,0
264,train,2018-02-20T05:24:00,2018-02-20T05:25:00,8768,1387,3773,4995,307,8768,0,0,8717,,,0
265,train,2018-02-20T05:25:00,2018-02-20T05:26:00,7840,1339,4262,3578,258,7840,0,0,7784,,,0
266,train,2018-02-20T05:26:00,2018-02-20T05:27:00,9487,1351,3946,5541,246,9487,0,0,9451,,,0
267,train,2018-02-20T05:27:00,2018-02-20T05:28:00,11410,1310,4114,7296,354,11410,0,0,11357,,,0
268,train,2018-02-20T05:28:00,2018-02-20T05:29:00,13558,1575,5200,8358,345,13558,0,0,13499,,,0
269,train,2018-02-20T05:29:00,2018-02-20T05:30:00,11319,1467,5125,6194,347,11319,0,0,11248,,,0
270,train,2018-02-20T05:30:00,2018-02-20T05:31:00,4497,1003,2185,2312,212,4497,0,0,4479,,,0
271,train,2018-02-20T05:31:00,2018-02-20T05:32:00,1047,291,605,442,37,1047,0,0,1040,,,0
272,train,2018-02-20T05:32:00,2018-02-20T05:33:00,1049,245,470,579,82,1049,0,0,1032,,,0
273,train,2018-02-20T05:33:00,2018-02-20T05:34:00,988,216,361,627,73,988,0,0,973,,,0
274,train,2018-02-20T05:34:00,2018-02-20T05:35:00,633,177,306,327,49,633,0,0,625,,,0
275,train,2018-02-20T05:35:00,2018-02-20T05:36:00,506,129,220,286,56,506,0,0,502,,,0
276,train,2018-02-20T05:36:00,2018-02-20T05:37:00,357,115,206,151,30,357,0,0,352,,,0
277,train,2018-02-20T05:37:00,2018-02-20T05:38:00,299,99,175,124,22,299,0,0,296,,,0
278,train,2018-02-20T05:38:00,2018-02-20T05:39:00,413,110,169,244,88,413,0,0,408,,,0
279,train,2018-02-20T05:39:00,2018-02-20T05:40:00,237,66,109,128,33,237,0,0,234,,,0
280,train,2018-02-20T05:40:00,2018-02-20T05:41:00,204,67,102,102,28,204,0,0,201,,,0
281,train,2018-02-20T05:41:00,2018-02-20T05:42:00,207,58,77,130,72,207,0,0,202,,,0
282,train,2018-02-20T05:42:00,2018-02-20T05:43:00,199,80,127,72,14,199,0,0,196,,,0
283,train,2018-02-20T05:43:00,2018-02-20T05:44:00,159,56,87,72,19,159,0,0,158,,,0
284,train,2018-02-20T05:44:00,2018-02-20T05:45:00,160,59,92,68,16,160,0,0,154,,,0
285,train,2018-02-20T05:45:00,2018-02-20T05:46:00,235,63,101,134,43,235,0,0,231,,,0
286,train,2018-02-20T05:46:00,2018-02-20T05:47:00,262,65,89,173,51,262,0,0,260,,,0
287,train,2018-02-20T05:47:00,2018-02-20T05:48:00,146,59,88,58,14,146,0,0,142,,,0
288,train,2018-02-20T05:48:00,2018-02-20T05:49:00,157,64,89,68,18,157,0,0,156,,,0
289,train,2018-02-20T05:49:00,2018-02-20T05:50:00,267,61,88,179,61,267,0,0,259,,,0
290,train,2018-02-20T05:50:00,2018-02-20T05:51:00,180,57,78,102,31,180,0,0,179,,,0
291,train,2018-02-20T05:51:00,2018-02-20T05:52:00,162,57,80,82,26,162,0,0,159,,,0
292,train,2018-02-20T05:52:00,2018-02-20T05:53:00,203,69,105,98,25,203,0,0,199,,,0
293,train,2018-02-20T05:53:00,2018-02-20T05:54:00,129,53,76,53,17,129,0,0,129,,,0
294,train,2018-02-20T05:54:00,2018-02-20T05:55:00,252,61,90,162,76,252,0,0,251,,,0
295,train,2018-02-20T05:55:00,2018-02-20T05:56:00,165,61,80,85,24,165,0,0,164,,,0
296,train,2018-02-20T05:56:00,2018-02-20T05:57:00,187,65,100,87,17,187,0,0,186,,,0
297,train,2018-02-20T05:57:00,2018-02-20T05:58:00,166,62,87,79,23,166,0,0,166,,,0
298,train,2018-02-20T05:58:00,2018-02-20T05:59:00,175,74,108,67,20,175,0,0,174,,,0
299,train,2018-02-20T05:59:00,2018-02-20T06:00:00,244,75,117,127,42,244,0,0,242,,,0
300,train,2018-02-20T06:00:00,2018-02-20T06:01:00,247,70,98,149,43,247,0,0,245,,,0
301,train,2018-02-20T06:01:00,2018-02-20T06:02:00,235,78,113,122,25,235,0,0,234,,,0
302,train,2018-02-20T06:02:00,2018-02-20T06:03:00,283,77,121,162,49,283,0,0,280,,,0
303,train,2018-02-20T06:03:00,2018-02-20T06:04:00,217,63,91,126,28,217,0,0,215,,,0
304,train,2018-02-20T06:04:00,2018-02-20T06:05:00,162,66,87,75,28,162,0,0,162,,,0
305,train,2018-02-20T06:05:00,2018-02-20T06:06:00,175,60,87,88,22,175,0,0,173,,,0
306,train,2018-02-20T06:06:00,2018-02-20T06:07:00,280,89,132,148,66,280,0,0,274,,,0
307,train,2018-02-20T06:07:00,2018-02-20T06:08:00,128,54,67,61,12,128,0,0,125,,,0
308,train,2018-02-20T06:08:00,2018-02-20T06:09:00,276,86,106,170,96,276,0,0,275,,,0
309,train,2018-02-20T06:09:00,2018-02-20T06:10:00,167,62,92,75,16,167,0,0,164,,,0
310,train,2018-02-20T06:10:00,2018-02-20T06:11:00,111,51,67,44,9,111,0,0,108,,,0
311,train,2018-02-20T06:11:00,2018-02-20T06:12:00,164,52,75,89,30,164,0,0,163,,,0
312,train,2018-02-20T06:12:00,2018-02-20T06:13:00,131,45,68,63,23,131,0,0,131,,,0
313,train,2018-02-20T06:13:00,2018-02-20T06:14:00,108,40,57,51,11,108,0,0,108,,,0
314,train,2018-02-20T06:14:00,2018-02-20T06:15:00,90,41,57,33,8,90,0,0,89,,,0
315,train,2018-02-20T06:15:00,2018-02-20T06:16:00,80,34,45,35,10,80,0,0,76,,,0
316,train,2018-02-20T06:16:00,2018-02-20T06:17:00,103,45,57,46,10,103,0,0,103,,,0
317,train,2018-02-20T06:17:00,2018-02-20T06:18:00,89,41,55,34,11,89,0,0,87,,,0
318,train,2018-02-20T06:18:00,2018-02-20T06:19:00,96,38,51,45,12,96,0,0,96,,,0
319,train,2018-02-20T06:19:00,2018-02-20T06:20:00,99,40,53,46,10,99,0,0,99,,,0
320,train,2018-02-20T06:20:00,2018-02-20T06:21:00,89,37,49,40,13,89,0,0,88,,,0
321,train,2018-02-20T06:21:00,2018-02-20T06:22:00,91,35,47,44,10,91,0,0,90,,,0
322,train,2018-02-20T06:22:00,2018-02-20T06:23:00,73,29,39,34,10,73,0,0,73,,,0
323,train,2018-02-20T06:23:00,2018-02-20T06:24:00,80,33,44,36,11,80,0,0,80,,,0
324,train,2018-02-20T06:24:00,2018-02-20T06:25:00,91,36,48,43,13,91,0,0,91,,,0
325,train,2018-02-20T06:25:00,2018-02-20T06:26:00,94,40,58,36,10,94,0,0,94,,,0
326,train,2018-02-20T06:26:00,2018-02-20T06:27:00,90,40,53,37,12,90,0,0,89,,,0
327,train,2018-02-20T06:27:00,2018-02-20T06:28:00,77,35,42,35,10,77,0,0,75,,,0
328,train,2018-02-20T06:28:00,2018-02-20T06:29:00,84,31,43,41,9,84,0,0,84,,,0
329,train,2018-02-20T06:29:00,2018-02-20T06:30:00,108,40,62,46,12,108,0,0,107,,,0
330,train,2018-02-20T06:30:00,2018-02-20T06:31:00,60,28,36,24,6,60,0,0,59,,,0
331,train,2018-02-20T06:31:00,2018-02-20T06:32:00,102,44,58,44,9,102,0,0,102,,,0
332,train,2018-02-20T06:32:00,2018-02-20T06:33:00,86,31,39,47,15,86,0,0,84,,,0
333,train,2018-02-20T06:33:00,2018-02-20T06:34:00,74,38,42,32,9,74,0,0,74,,,0
334,train,2018-02-20T06:34:00,2018-02-20T06:35:00,68,30,37,31,9,68,0,0,68,,,0
335,train,2018-02-20T06:35:00,2018-02-20T06:36:00,71,35,41,30,9,71,0,0,69,,,0
336,train,2018-02-20T06:36:00,2018-02-20T06:37:00,69,33,44,25,6,69,0,0,68,,,0
337,train,2018-02-20T06:37:00,2018-02-20T06:38:00,84,39,50,34,9,84,0,0,84,,,0
338,train,2018-02-20T06:38:00,2018-02-20T06:39:00,72,33,43,29,9,72,0,0,71,,,0
339,train,2018-02-20T06:39:00,2018-02-20T06:40:00,87,43,54,33,6,87,0,0,86,,,0
340,train,2018-02-20T06:40:00,2018-02-20T06:41:00,78,35,47,31,10,78,0,0,78,,,0
341,train,2018-02-20T06:41:00,2018-02-20T06:42:00,60,38,44,16,7,60,0,0,60,,,0
342,train,2018-02-20T06:42:00,2018-02-20T06:43:00,71,34,45,26,7,71,0,0,71,,,0
343,train,2018-02-20T06:43:00,2018-02-20T06:44:00,84,39,52,32,6,84,0,0,84,,,0
344,train,2018-02-20T06:44:00,2018-02-20T06:45:00,62,32,42,20,8,62,0,0,62,,,0
345,train,2018-02-20T06:45:00,2018-02-20T06:46:00,84,38,55,29,6,84,0,0,83,,,0
346,train,2018-02-20T06:46:00,2018-02-20T06:47:00,65,31,46,19,5,65,0,0,64,,,0
347,train,2018-02-20T06:47:00,2018-02-20T06:48:00,72,37,47,25,5,72,0,0,72,,,0
348,train,2018-02-20T06:48:00,2018-02-20T06:49:00,49,28,32,17,4,49,0,0,48,,,0
349,train,2018-02-20T06:49:00,2018-02-20T06:50:00,73,30,39,34,8,73,0,0,72,,,0
350,train,2018-02-20T06:50:00,2018-02-20T06:51:00,55,31,39,16,6,55,0,0,55,,,0
351,train,2018-02-20T06:51:00,2018-02-20T06:52:00,75,36,51,24,6,75,0,0,75,,,0
352,train,2018-02-20T06:52:00,2018-02-20T06:53:00,56,33,38,18,5,56,0,0,55,,,0
353,train,2018-02-20T06:53:00,2018-02-20T06:54:00,72,31,42,30,8,72,0,0,72,,,0
354,train,2018-02-20T06:54:00,2018-02-20T06:55:00,62,29,37,25,7,62,0,0,62,,,0
355,train,2018-02-20T06:55:00,2018-02-20T06:56:00,57,33,44,13,4,57,0,0,57,,,0
356,train,2018-02-20T06:56:00,2018-02-20T06:57:00,84,37,53,31,8,84,0,0,84,,,0
357,train,2018-02-20T06:57:00,2018-02-20T06:58:00,67,35,50,17,6,67,0,0,66,,,0
358,train,2018-02-20T06:58:00,2018-02-20T06:59:00,70,40,48,22,7,70,0,0,70,,,0
359,train,2018-02-20T06:59:00,2018-02-20T07:00:00,91,37,57,34,8,91,0,0,91,,,0
360,train,2018-02-20T07:00:00,2018-02-20T07:01:00,67,36,42,25,7,67,0,0,67,,,0
361,train,2018-02-20T07:01:00,2018-02-20T07:02:00,84,41,50,34,8,84,0,0,83,,,0
362,train,2018-02-20T07:02:00,2018-02-20T07:03:00,71,37,49,22,4,71,0,0,71,,,0
363,train,2018-02-20T07:03:00,2018-02-20T07:04:00,65,37,45,20,6,65,0,0,64,,,0
364,train,2018-02-20T07:04:00,2018-02-20T07:05:00,76,35,48,28,9,76,0,0,76,,,0
365,train,2018-02-20T07:05:00,2018-02-20T07:06:00,64,32,38,26,8,64,0,0,63,,,0
366,train,2018-02-20T07:06:00,2018-02-20T07:07:00,49,28,34,15,5,49,0,0,49,,,0
367,train,2018-02-20T07:07:00,2018-02-20T07:08:00,75,36,46,29,5,75,0,0,74,,,0
368,train,2018-02-20T07:08:00,2018-02-20T07:09:00,65,40,43,22,6,65,0,0,64,,,0
369,train,2018-02-20T07:09:00,2018-02-20T07:10:00,61,33,40,21,7,61,0,0,60,,,0
370,train,2018-02-20T07:10:00,2018-02-20T07:11:00,52,29,32,20,8,52,0,0,50,,,0
371,train,2018-02-20T07:11:00,2018-02-20T07:12:00,70,32,45,25,7,70,0,0,70,,,0
372,train,2018-02-20T07:12:00,2018-02-20T07:13:00,41,26,28,13,8,41,0,0,41,,,0
373,train,2018-02-20T07:13:00,2018-02-20T07:14:00,68,31,42,26,7,68,0,0,68,,,0
374,train,2018-02-20T07:14:00,2018-02-20T07:15:00,39,27,28,11,6,39,0,0,39,,,0
375,train,2018-02-20T07:15:00,2018-02-20T07:16:00,36,21,25,11,4,36,0,0,36,,,0
376,train,2018-02-20T07:16:00,2018-02-20T07:17:00,57,35,43,14,5,57,0,0,57,,,0
377,train,2018-02-20T07:17:00,2018-02-20T07:18:00,38,22,26,12,8,38,0,0,37,,,0
378,train,2018-02-20T07:18:00,2018-02-20T07:19:00,53,30,37,16,4,53,0,0,53,,,0
379,train,2018-02-20T07:19:00,2018-02-20T07:20:00,54,26,32,22,5,54,0,0,54,,,0
380,train,2018-02-20T07:20:00,2018-02-20T07:21:00,37,26,26,11,3,37,0,0,37,,,0
381,train,2018-02-20T07:21:00,2018-02-20T07:22:00,60,33,44,16,4,60,0,0,60,,,0
382,train,2018-02-20T07:22:00,2018-02-20T07:23:00,44,25,29,15,6,44,0,0,44,,,0
383,train,2018-02-20T07:23:00,2018-02-20T07:24:00,55,28,36,19,7,55,0,0,55,,,0
384,train,2018-02-20T07:24:00,2018-02-20T07:25:00,62,30,39,23,8,62,0,0,62,,,0
385,train,2018-02-20T07:25:00,2018-02-20T07:26:00,35,28,26,9,6,35,0,0,35,,,0
386,train,2018-02-20T07:26:00,2018-02-20T07:27:00,61,34,42,19,8,61,0,0,61,,,0
387,train,2018-02-20T07:27:00,2018-02-20T07:28:00,52,30,36,16,5,52,0,0,52,,,0
388,train,2018-02-20T07:28:00,2018-02-20T07:29:00,65,32,41,24,7,65,0,0,65,,,0
389,train,2018-02-20T07:29:00,2018-02-20T07:30:00,78,34,52,26,6,78,0,0,78,,,0
390,train,2018-02-20T07:30:00,2018-02-20T07:31:00,63,39,48,15,6,63,0,0,63,,,0
391,train,2018-02-20T07:31:00,2018-02-20T07:32:00,58,30,37,21,8,58,0,0,58,,,0
392,train,2018-02-20T07:32:00,2018-02-20T07:33:00,42,29,36,6,2,42,0,0,42,,,0
393,train,2018-02-20T07:33:00,2018-02-20T07:34:00,55,25,31,24,9,55,0,0,54,,,0
394,train,2018-02-20T07:34:00,2018-02-20T07:35:00,55,30,38,17,4,55,0,0,53,,,0
395,train,2018-02-20T07:35:00,2018-02-20T07:36:00,53,28,34,19,7,53,0,0,53,,,0
396,train,2018-02-20T07:36:00,2018-02-20T07:37:00,42,30,31,11,4,42,0,0,42,,,0
397,train,2018-02-20T07:37:00,2018-02-20T07:38:00,37,26,29,8,3,37,0,0,36,,,0
398,train,2018-02-20T07:38:00,2018-02-20T07:39:00,57,28,33,24,8,57,0,0,57,,,0
399,train,2018-02-20T07:39:00,2018-02-20T07:40:00,62,36,41,21,10,62,0,0,62,,,0
400,train,2018-02-20T07:40:00,2018-02-20T07:41:00,55,33,39,16,4,55,0,0,54,,,0
401,train,2018-02-20T07:41:00,2018-02-20T07:42:00,45,30,33,12,5,45,0,0,44,,,0
402,train,2018-02-20T07:42:00,2018-02-20T07:43:00,64,30,42,22,4,64,0,0,63,,,0
403,train,2018-02-20T07:43:00,2018-02-20T07:44:00,45,30,31,14,5,45,0,0,45,,,0
404,train,2018-02-20T07:44:00,2018-02-20T07:45:00,39,23,24,15,8,39,0,0,38,,,0
405,train,2018-02-20T07:45:00,2018-02-20T07:46:00,25,23,21,4,2,25,0,0,25,,,0
406,train,2018-02-20T07:46:00,2018-02-20T07:47:00,42,25,29,13,7,42,0,0,42,,,0
407,train,2018-02-20T07:47:00,2018-02-20T07:48:00,39,23,26,13,4,39,0,0,39,,,0
408,train,2018-02-20T07:48:00,2018-02-20T07:49:00,41,24,31,10,3,41,0,0,41,,,0
409,train,2018-02-20T07:49:00,2018-02-20T07:50:00,41,25,26,15,6,41,0,0,41,,,0
410,train,2018-02-20T07:50:00,2018-02-20T07:51:00,50,29,33,17,5,50,0,0,50,,,0
411,train,2018-02-20T07:51:00,2018-02-20T07:52:00,43,30,33,10,4,43,0,0,43,,,0
412,train,2018-02-20T07:52:00,2018-02-20T07:53:00,64,29,32,32,8,64,0,0,64,,,0
413,train,2018-02-20T07:53:00,2018-02-20T07:54:00,27,21,20,7,3,27,0,0,27,,,0
414,train,2018-02-20T07:54:00,2018-02-20T07:55:00,32,19,21,11,3,32,0,0,32,,,0
415,train,2018-02-20T07:55:00,2018-02-20T07:56:00,38,24,26,12,5,38,0,0,38,,,0
416,train,2018-02-20T07:56:00,2018-02-20T07:57:00,23,17,17,6,3,23,0,0,23,,,0
417,train,2018-02-20T07:57:00,2018-02-20T07:58:00,42,24,29,13,6,42,0,0,42,,,0
418,train,2018-02-20T07:58:00,2018-02-20T07:59:00,28,16,15,13,8,28,0,0,28,,,0
419,train,2018-02-20T07:59:00,2018-02-20T08:00:00,59,31,43,16,3,59,0,0,59,,,0
420,train,2018-02-20T08:00:00,2018-02-20T08:01:00,51,23,26,25,7,51,0,0,51,,,0
421,train,2018-02-20T08:01:00,2018-02-20T08:02:00,47,23,28,19,5,47,0,0,47,,,0
422,train,2018-02-20T08:02:00,2018-02-20T08:03:00,29,19,21,8,5,29,0,0,29,,,0
423,train,2018-02-20T08:03:00,2018-02-20T08:04:00,51,23,29,22,7,51,0,0,51,,,0
424,train,2018-02-20T08:04:00,2018-02-20T08:05:00,23,17,18,5,5,23,0,0,23,,,0
425,train,2018-02-20T08:05:00,2018-02-20T08:06:00,36,20,25,11,4,36,0,0,36,,,0
426,train,2018-02-20T08:06:00,2018-02-20T08:07:00,62,29,33,29,10,62,0,0,61,,,0
427,train,2018-02-20T08:07:00,2018-02-20T08:08:00,15,11,10,5,3,15,0,0,15,,,0
428,train,2018-02-20T08:08:00,2018-02-20T08:09:00,26,17,18,8,6,26,0,0,26,,,0
429,train,2018-02-20T08:09:00,2018-02-20T08:10:00,13,12,10,3,2,13,0,0,13,,,0
430,train,2018-02-20T08:10:00,2018-02-20T08:11:00,34,18,21,13,4,34,0,0,34,,,0
431,train,2018-02-20T08:11:00,2018-02-20T08:12:00,21,16,16,5,3,21,0,0,21,,,0
432,train,2018-02-20T08:12:00,2018-02-20T08:13:00,21,17,15,6,4,21,0,0,21,,,0
433,train,2018-02-20T08:13:00,2018-02-20T08:14:00,28,19,20,8,5,28,0,0,28,,,0
434,train,2018-02-20T08:14:00,2018-02-20T08:15:00,34,18,20,14,5,34,0,0,34,,,0
435,train,2018-02-20T08:15:00,2018-02-20T08:16:00,21,14,14,7,3,21,0,0,21,,,0
436,train,2018-02-20T08:16:00,2018-02-20T08:17:00,20,17,17,3,3,20,0,0,20,,,0
437,train,2018-02-20T08:17:00,2018-02-20T08:18:00,30,20,21,9,4,30,0,0,29,,,0
438,train,2018-02-20T08:18:00,2018-02-20T08:19:00,11,9,8,3,3,11,0,0,11,,,0
439,train,2018-02-20T08:19:00,2018-02-20T08:20:00,39,20,24,15,5,39,0,0,39,,,0
440,train,2018-02-20T08:20:00,2018-02-20T08:21:00,24,16,16,8,3,24,0,0,24,,,0
441,train,2018-02-20T08:21:00,2018-02-20T08:22:00,26,15,16,10,7,26,0,0,26,,,0
442,train,2018-02-20T08:22:00,2018-02-20T08:23:00,13,10,10,3,3,13,0,0,13,,,0
443,train,2018-02-20T08:23:00,2018-02-20T08:24:00,11,9,7,4,5,11,0,0,11,,,0
444,train,2018-02-20T08:24:00,2018-02-20T08:25:00,12,8,7,5,4,12,0,0,12,,,0
445,train,2018-02-20T08:25:00,2018-02-20T08:26:00,11,8,7,4,3,11,0,0,11,,,0
446,train,2018-02-20T08:26:00,2018-02-20T08:27:00,8,9,7,1,2,8,0,0,8,,,0
447,train,2018-02-20T08:27:00,2018-02-20T08:28:00,16,11,11,5,3,16,0,0,16,,,0
448,train,2018-02-20T08:28:00,2018-02-20T08:29:00,15680,1171,4140,11540,305,15680,0,0,15599,,,0
449,train,2018-02-20T08:29:00,2018-02-20T08:30:00,30906,2170,9120,21786,316,30906,0,0,30777,,,0
450,train,2018-02-20T08:30:00,2018-02-20T08:31:00,11340,1738,6292,5048,209,11340,0,0,11282,,,0
451,train,2018-02-20T08:31:00,2018-02-20T08:32:00,14880,1814,7927,6953,250,14880,0,0,14667,,,0
452,train,2018-02-20T08:32:00,2018-02-20T08:33:00,16842,1685,7676,9166,225,16842,0,0,16588,,,0
453,train,2018-02-20T08:33:00,2018-02-20T08:34:00,14486,1546,5387,9099,254,14486,0,0,14419,,,0
454,train,2018-02-20T08:34:00,2018-02-20T08:35:00,15398,1601,5826,9572,337,15398,0,0,15313,,,0
455,train,2018-02-20T08:35:00,2018-02-20T08:36:00,12697,1652,5954,6743,333,12697,0,0,12584,,,0
456,train,2018-02-20T08:36:00,2018-02-20T08:37:00,13296,1602,6262,7034,258,13296,0,0,13176,,,0
457,train,2018-02-20T08:37:00,2018-02-20T08:38:00,14478,1810,5693,8785,297,14478,0,0,14375,,,0
458,train,2018-02-20T08:38:00,2018-02-20T08:39:00,19186,1795,6249,12937,251,19186,0,0,19073,,,0
459,train,2018-02-20T08:39:00,2018-02-20T08:40:00,16987,1701,6652,10335,142,16987,0,0,16876,,,0
460,train,2018-02-20T08:40:00,2018-02-20T08:41:00,11557,1665,5743,5814,217,11557,0,0,11455,,,0
461,train,2018-02-20T08:41:00,2018-02-20T08:42:00,13500,1760,6052,7448,319,13500,0,0,13377,,,0
462,train,2018-02-20T08:42:00,2018-02-20T08:43:00,16465,1869,6244,10221,325,16465,0,0,16358,,,0
463,train,2018-02-20T08:43:00,2018-02-20T08:44:00,14113,1825,5497,8616,334,14113,0,0,14032,,,0
464,train,2018-02-20T08:44:00,2018-02-20T08:45:00,14804,1707,5994,8810,189,14804,0,0,14682,,,0
465,train,2018-02-20T08:45:00,2018-02-20T08:46:00,12120,1792,5874,6246,279,12120,0,0,11976,,,0
466,train,2018-02-20T08:46:00,2018-02-20T08:47:00,13582,1767,5929,7653,261,13582,0,0,13488,,,0
467,train,2018-02-20T08:47:00,2018-02-20T08:48:00,12693,1749,5336,7357,265,12693,0,0,12575,,,0
468,train,2018-02-20T08:48:00,2018-02-20T08:49:00,10855,1671,4944,5911,229,10855,0,0,10774,,,0
469,train,2018-02-20T08:49:00,2018-02-20T08:50:00,14617,1848,6365,8252,239,14617,0,0,14469,,,0
470,train,2018-02-20T08:50:00,2018-02-20T08:51:00,11873,1712,5788,6085,190,11873,0,0,11740,,,0
471,train,2018-02-20T08:51:00,2018-02-20T08:52:00,10781,1589,4996,5785,201,10781,0,0,10681,,,0
472,train,2018-02-20T08:52:00,2018-02-20T08:53:00,13083,1753,5991,7092,266,13083,0,0,12954,,,0
473,train,2018-02-20T08:53:00,2018-02-20T08:54:00,12017,1733,5162,6855,248,12017,0,0,11916,,,0
474,train,2018-02-20T08:54:00,2018-02-20T08:55:00,11841,1718,5569,6272,259,11841,0,0,11730,,,0
475,train,2018-02-20T08:55:00,2018-02-20T08:56:00,16333,1940,6600,9733,247,16333,0,0,16209,,,0
476,train,2018-02-20T08:56:00,2018-02-20T08:57:00,19551,2193,7518,12033,364,19551,0,0,19427,,,0
477,train,2018-02-20T08:57:00,2018-02-20T08:58:00,11843,1769,6138,5705,233,11843,0,0,11780,,,0
478,train,2018-02-20T08:58:00,2018-02-20T08:59:00,14451,1577,6118,8333,219,14451,0,0,14392,,,0
479,train,2018-02-20T08:59:00,2018-02-20T09:00:00,17506,1472,5769,11737,246,17506,0,0,17444,,,0
480,validation,2018-02-20T09:00:00,2018-02-20T09:01:00,14425,1607,5726,8699,318,14425,0,0,14350,14204.0,12441.0,0
481,validation,2018-02-20T09:01:00,2018-02-20T09:02:00,13273,1639,5860,7413,333,13273,0,0,13174,13041.0,11128.0,0
482,validation,2018-02-20T09:02:00,2018-02-20T09:03:00,13618,1635,5973,7645,257,13618,0,0,13516,13327.0,11492.0,0
483,validation,2018-02-20T09:03:00,2018-02-20T09:04:00,14193,1637,5889,8304,221,14193,0,0,14086,13889.0,11802.0,0
484,validation,2018-02-20T09:04:00,2018-02-20T09:05:00,15959,1694,5499,10460,270,15959,0,0,15843,15655.0,13263.0,0
485,validation,2018-02-20T09:05:00,2018-02-20T09:06:00,13280,1761,6414,6866,315,13280,0,0,13174,12970.0,10592.0,0
486,validation,2018-02-20T09:06:00,2018-02-20T09:07:00,12118,1618,5617,6501,250,12118,0,0,12024,11751.0,9991.0,0
487,validation,2018-02-20T09:07:00,2018-02-20T09:08:00,11135,1573,5739,5396,223,11135,0,0,11008,10868.0,8898.0,0
488,validation,2018-02-20T09:08:00,2018-02-20T09:09:00,14227,1726,5643,8584,312,14227,0,0,14108,13852.0,11637.0,0
489,validation,2018-02-20T09:09:00,2018-02-20T09:10:00,15896,1967,6179,9717,479,15896,0,0,15799,15511.0,12732.0,0
